locus	length
NZ_LN609303	161207
NZ_CP014650	113639
NC_017391	2610
NZ_CP008716	5167
NZ_CP012942	37782
NZ_CP013337	5838
NZ_CP005725	12340
NZ_CP018230	517692
NZ_CP018279	4737
NC_010908	2111
NC_017565	72460
NZ_LN907828	571293
NG_047467	1037
NZ_CP004325	27046
NZ_CP013462	14087
NC_014754	118585
NZ_CP007182	47962
NZ_CP010124	86032
NC_023907	69453
NZ_CP004284	4002
NG_047977	1418
NZ_CP012931	236176
NC_011264	31663
NC_006997	3682
NZ_CP009130	3364
NZ_CP015091	250394
NC_023057	7501
NZ_CP014078	8861
NC_014226	15593
NG_048993	979
NC_009807	10066
NC_017718	86908
NC_015219	20765
NZ_CP013323	257944
NZ_CP018473	38746
NG_047923	1004
NC_001316	1313
NC_013349	16428
NC_013336	4498
NZ_CP009543	181707
NC_002632	4675
NC_010796	4241
NC_021060	27439
NZ_CP013162	4518
NZ_CP014276	314776
NC_023145	2035
NZ_CP015523	177851
NC_012690	148105
NC_009040	122606
NZ_CP014399	25980
NC_020951	7500
NC_011252	22945
NC_023330	45867
NZ_CP009645	4920
NG_050145	1061
NC_013545	144170
NZ_CP018769	27270
NZ_CP007678	20291
NZ_CP014217	5465
NC_006989	1782
NZ_LT571450	45804
NC_025127	160406
NC_016981	4572
NZ_CP010355	7579
NZ_CP016208	3415
NC_020380	16206
NC_011966	12870
NC_002090	8255
NC_017321	4042
NZ_CP015393	202696
NC_020987	7502
NZ_CP017256	163054
NG_047776	832
NT_187154	12375
NC_010597	29000
NZ_CP013915	93737
NC_011521	6062
NG_049023	1076
NC_017131	182940
NC_007635	98396
NZ_CP015092	156353
NC_002093	3117
NC_011849	30300
NC_020385	328151
NC_014813	4613
NC_004923	5424
NC_006493	41229
NC_003239	4191
NC_015512	143757
NC_019006	30262
NC_024988	12517
NG_052250	992
NC_019772	219925
NC_017662	5360
NC_017484	31442
NC_019000	73564
NC_009939	205686
NZ_CP012875	24074
NC_010063	27041
NG_047876	1415
NG_049105	1149
NC_017120	3035
NZ_CP012273	34005
NC_010578	66727
NC_006399	2899
NZ_CP017750	544877
NZ_CP010857	239750
NZ_CP005714	6183
NZ_LN614829	14566
NC_005017	67720
NG_047566	848
NG_050540	645
NC_019230	5031
NZ_HG969193	21776
NG_050182	966
NC_001797	6437
NZ_CP007157	42009
NC_001496	181654
NZ_CP012107	8287
NZ_CP018123	67946
NZ_CP004007	50245
NZ_CP015805	19566
NZ_CP007609	7921
NZ_CP010533	104322
NC_015906	66242
NC_019375	180184
NZ_CP007486	31727
NC_017442	30866
NC_008087	9370
NZ_CP014068	88121
NZ_CP013513	336117
NT_187139	12025
NC_007771	2561
NZ_CP012538	6009
NZ_CP016834	29138
NC_025012	8983
NZ_CP015967	33001
NZ_CP014745	116883
NZ_CP007180	48422
NZ_CP011666	134791
NC_013781	27653
NC_018993	25788
NZ_CP014002	47076
NC_011403	5501
NZ_CP017193	19146
NC_017720	93842
NC_010370	15665
NC_012508	38696
NZ_CP012161	31560
NC_020919	28257
NZ_CP013802	57431
NC_019161	42447
NZ_CP012570	111236
NZ_CP018461	63593
NC_014549	50407
NZ_CP009336	358965
NC_014235	7497
NC_020293	73285
NZ_CP015391	11090
NZ_CP004187	15508
NG_052254	755
NG_049118	1064
NZ_CP019031	33413
NC_003320	18664
NC_014750	4916
NZ_CP013999	8308
NC_010878	21248
NC_019278	14924
NZ_CP012520	181658
NZ_CP012859	30222
NC_021575	27051
NC_001903	26498
NZ_CP012556	216710
NC_010885	4072
NC_014022	94251
NC_009508	222757
NC_012859	3504
NC_019104	95175
NZ_CP015837	98242
NC_023068	25899
NC_011846	14883
NC_025120	7610
NZ_CP012422	22798
NZ_CP011621	77808
NZ_CP007568	11276
NZ_CP004875	95983
NC_010429	6867
NZ_CP013599	501077
NZ_CP015804	24696
NC_007111	39263
NZ_CP015717	8343
NC_017776	4881
NG_047596	842
NZ_CP004363	26296
NC_021886	5458
NZ_CP004298	2033
NC_020542	275840
NZ_CP014906	7031
NC_005326	6830
NC_003894	9253
NC_015715	37387
NZ_CP004169	1040
NZ_CP009026	28753
NC_016978	84204
NC_006423	26200
NC_018744	38576
NC_010312	4312
NZ_CP018715	80892
NG_048108	1016
NC_021051	7499
NC_000938	3498
NC_004653	7264
NC_011782	17266
NZ_CP009624	28965
NZ_CP013560	407882
NZ_CP009988	9610
NC_010935	91181
NC_022045	148959
NC_018503	9070
NC_015845	28699
NC_024966	4419
NC_001390	2355
NT_187138	15901
NC_011342	29189
NZ_CP017270	24587
NG_050460	1736
NZ_LN554853	4059
NC_017311	202305
NZ_CP006744	94758
NG_047586	860
NG_048564	1088
NC_021526	37097
NC_017113	182940
NC_019144	7054
NZ_CP009036	58317
NC_016968	79291
NC_010860	32950
NC_014331	181907
NZ_CP007558	272297
NZ_CP005808	1979
NC_011882	34726
NZ_CP019318	52013
NZ_CP014527	303116
NZ_CP019205	81408
NZ_CP005989	9820
NC_013326	33702
NZ_HG977525	8174
NZ_CP005784	4408
NC_025000	46570
NC_020052	12398
NG_047796	938
NZ_CP019642	89073
NZ_CP014238	40342
NC_021724	24102
NZ_CP014199	89107
NZ_CP007545	41240
NZ_CP013754	127132
NC_012501	29469
NZ_CP009126	32444
NC_018975	3125
NC_004948	2619
NC_004986	2100
NC_007720	4316
NG_047564	851
NZ_CP011590	96842
NG_048111	1016
NZ_CP010958	44342
NZ_CP018988	34532
NC_007186	19201
NZ_CP019004	1597
NG_050463	657
NZ_CP004265	1175
NZ_CP006662	85161
NZ_CP013604	433219
NC_025145	87042
NZ_CP018984	2571
NC_004847	13433
NZ_CP004337	34894
NZ_CP010381	4921
NC_022913	33915
NG_047809	935
NC_013351	26016
NC_002576	80609
NC_005054	57889
NZ_CP006796	101706
NC_013367	8140
NC_014917	76561
NC_015969	32574
NC_005563	2158
NC_014957	56340
NC_010330	6038
NC_015059	115493
NC_005566	8013
NZ_CP018269	22953
NG_047303	659
NZ_CP010948	2838
NZ_AP013065	58929
NZ_CP011943	59372
NC_023317	2683
NC_019737	28455
NZ_CP012944	2069788
NZ_CP015812	17534
NC_017136	191411
NC_012495	30159
NZ_CP004336	2669
NG_047616	790
NZ_CP005751	29920
NZ_CP014580	271008
NZ_CP015747	100630
NC_012983	84492
NZ_CP017422	288370
NZ_CP009006	64920
NC_001767	4439
NC_004976	1905
NZ_CP010878	4088
NC_007068	2540
NC_003411	5621
NG_048477	809
NZ_CP010195	4962
NC_011781	28414
NZ_CP012254	110093
NC_011784	53615
NZ_CP013632	407833
NZ_CP009877	15100
NG_050276	861
NZ_CP014237	35189
NC_025138	107386
NC_011858	17609
NC_018884	5518
NC_011799	5217
NC_011752	72482
NC_025182	43530
NZ_CP015718	15878
NZ_CP007622	4920
NZ_CP011632	83652
NZ_CP007049	262704
NC_010543	10244
NC_010069	5673
NC_005917	12120
NZ_CP014079	23045
NC_019362	53184
NC_005026	2747
NZ_CP018107	61085
NC_019037	82676
NC_011730	29239
NG_050484	681
NC_006671	101375
NZ_CP011543	39867
NC_010722	2140
NG_048264	2120
NZ_CP016445	3164
NC_014627	1806
NC_015901	22166
NC_009034	5475
NC_020281	3951
NG_050483	648
NC_016821	24548
NC_019312	61669
NC_010242	3497
NC_010373	57951
NC_014503	47550
NC_010631	354564
NC_010542	14685
NZ_CP011044	47690
NZ_CP007057	464581
NZ_CP012571	126863
NC_013342	47322
NZ_CP010197	146524
NC_009433	13873
NZ_CP015725	210106
NZ_CP018229	1331126
NZ_CP014439	3125
NZ_CP009490	96196
NC_011720	48168
NZ_CP012486	7703
NZ_LN554849	15266
NZ_CP014290	7486
NC_003846	5936
NZ_CP016905	2145732
NC_017773	75160
NC_017070	29913
NZ_CP011644	40939
NC_018987	22135
NC_017402	30658
NC_012529	314317
NZ_CP014496	114223
NC_021527	51857
NC_008566	34273
NC_010180	417054
NZ_CP014683	88099
NG_052256	539
NC_006625	224152
NG_048118	1016
NC_006130	3351
NC_025043	2683
NZ_CP014894	33159
NC_012154	29762
NZ_CP015008	142965
NZ_CP017452	89552
NC_004073	46366
NZ_CP010801	190542
NZ_CP009882	87166
NZ_CP018772	55104
NZ_CP018852	94139
NZ_CP013504	752940
NZ_FO834904	95087
NZ_CP015073	37000
NZ_CP015156	89350
NC_005707	208369
NZ_CP019128	1322
NZ_CP010793	181677
NC_005021	3162
NZ_CP010375	5007
NZ_CP011973	74423
NG_048174	1391
NZ_CP006264	58666
NG_049021	905
NC_018968	28404
NZ_CP011978	77775
NC_020531	30854
NG_049551	1001
NC_012265	29578
NC_010914	2126
NZ_CP005712	24687
NZ_CP010404	2473
NC_011995	15667
NC_025147	101631
NC_020551	7502
NG_050410	620
NC_017344	27271
NC_012547	54000
NZ_CP008800	194877
NC_020278	76626
NG_050208	961
NC_019007	27268
NC_020288	44343
NZ_CP015860	52148
NC_021552	24653
NC_019345	8433
NC_022520	77801
NZ_CP014832	1339
NC_008320	6499
NC_011850	30439
NZ_CP015422	113522
NC_025185	73636
NC_004956	108845
NC_017772	24346
NG_047813	935
NC_011789	26020
NZ_CP004868	94568
NZ_CP009116	94760
NC_012178	24661
NC_003905	217182
NC_021277	14194
NZ_CP005190	292135
NZ_CP009570	118585
NZ_CP019027	109344
NZ_CP009063	28738
NC_018067	3897
NZ_CP014928	45452
NC_020534	30853
NC_017624	37581
NG_047237	665
NG_049168	1079
NC_020824	10300
NC_012208	4357
NZ_CP015396	110092
NC_017204	51488
NG_052240	980
NC_005010	9328
NZ_CP015920	13190
NZ_CP011111	16587
NC_016139	4019
NZ_CP014939	40099
NZ_LN554851	2069
NC_011282	187922
NC_016820	35428
NZ_CP012540	5511
NC_012725	134346
NZ_CP010021	106992
NC_015598	194769
NC_011869	41906
NC_017184	18461
NZ_CP013948	51569
NZ_CP011587	51321
NG_050221	861
NC_015855	133451
NZ_CP017633	120528
NZ_CP013583	429574
NZ_CP012143	42002
NZ_CP009627	36802
NZ_CP008825	282439
NC_017116	3035
NC_007617	14159
NZ_CP012478	152177
NZ_CP005800	2466
NC_005838	232605
NC_022540	19514
NZ_CP005716	17901
NZ_CP012104	42726
NC_005702	2665
NC_010915	6670
NC_002517	20719
NC_012752	59032
NZ_CP015148	5813
NC_010675	4583
NZ_CP015704	18514
NZ_CP015234	58318
NZ_CP006790	100984
NZ_CP016578	37697
NG_047578	848
NC_015854	29704
NZ_CP012654	3868
NC_014167	28312
NZ_CP004361	5531
NC_016819	115487
NC_022882	240661
NC_008246	5182
NG_048887	1155
NC_004939	51409
NC_010158	114570
NC_006392	50060
NZ_CP015921	12769
NZ_CP004148	9540
NC_019092	8848
NZ_CP007058	172663
NC_009781	5146
NC_017657	66078
NZ_CP013326	77808
NZ_FO818639	8117
NZ_CP007649	101883
NZ_CP019135	680
NZ_CP005874	1120
NC_001446	7649
NC_013862	39929
NZ_CP012423	22558
NC_010867	7318
NC_016137	1719
NC_014115	13015
NC_010010	26587
NZ_CP018317	4249
NC_005921	8244
NZ_CP013324	166486
NC_008354	3783
NZ_CP010174	106274
NC_002148	1987
NC_023901	2683
NZ_CP019296	143114
NZ_AP014803	60897
NC_011383	70655
NC_015851	251782
NC_013277	10679
NZ_CP015601	135475
NZ_CP004154	141422
NG_050214	961
NC_013783	1594
NZ_CP009030	58317
NC_007762	194229
NC_017488	2262
NC_013160	75678
NZ_CP013518	315151
NZ_CP018876	134795
NZ_CP014484	52020
NZ_CP014271	232954
NZ_CP006926	73636
NC_009666	3320
NZ_CP005735	3127
NZ_CP014336	48708
NC_010854	3607
NZ_CP005873	1429
NC_024997	89977
NC_022610	27326
NZ_AP014829	10930
NZ_CP006031	44086
NG_047291	755
NZ_CP014235	81455
NZ_CP019130	5997
NZ_CP012100	509170
NZ_CP018266	26523
NG_047324	992
NZ_CP005866	1581
NG_048934	1076
NC_025137	11465
NC_019690	328634
NC_023144	361397
NZ_CP010372	151583
NZ_CP008830	113639
NC_014316	39105
NC_019276	4390
NG_048904	1076
NC_012498	34551
NC_010863	4359
NC_012758	7628
NZ_CP004170	1173
NZ_CP005702	2386
NC_018954	146811
NC_013546	5486
NC_008688	653815
NZ_CP005805	2291
NZ_CP011297	261537
NZ_CP006919	25284
NZ_CP019242	107251
NZ_CP017287	73385
NC_025175	166594
NC_017064	5289
NC_011215	3176
NC_014936	1866
NZ_CP013496	315154
NC_009475	228826
NC_010478	31972
NC_011977	7577
NZ_CP008799	58050
NZ_CP015797	26835
NZ_CP015153	42357
NG_047337	986
NZ_CP014931	19529
NC_012848	828924
NC_011093	4585
NG_048093	1040
NC_011204	74551
NZ_CP018712	63583
NC_000843	7050
NC_014736	210350
NZ_CP014857	173793
NC_015217	7553
NC_020980	7500
NC_005914	2587
NC_020818	47098
NZ_CP018360	111017
NZ_CP009919	74772
NZ_CP010270	223537
NC_021871	89986
NZ_CP005907	1590
NZ_CP014481	160938
NZ_CP016291	265603
NZ_CP017959	56791
NZ_CP013856	118685
NC_012487	168100
NC_019299	57951
NC_017637	102536
NG_049070	1140
NZ_CP013784	57419
NC_008826	599444
NZ_CP009532	6396
NC_010897	4439
NC_013339	42198
NZ_CP016765	18467
NZ_CP009660	30885
NC_012157	26511
NC_014231	53207
NG_047468	1031
NG_047432	1010
NC_022551	3674
NZ_CP013158	10866
NC_016644	81814
NC_014735	362194
NC_020379	15185
NC_014763	3421
NZ_CP004301	17207
NC_004574	148650
NZ_CP011638	6393
NC_013780	3680
NZ_CP015962	8307
NZ_CP014240	15626
NC_004458	5648
NC_013291	2473
NZ_CP007485	10558
NZ_CP005818	1389
NG_048983	908
NC_020422	5362
NC_014133	21924
NC_021292	7138
NZ_CP012500	225292
NC_011970	30101
NZ_CP014901	22560
NZ_CP011064	94712
NZ_CP014821	5213
NZ_CP014253	12949
NZ_CP019010	55746
NC_012090	3062
NZ_CP015329	10461
NZ_CP012412	4447
NC_016942	24853
NZ_CP015988	269215
NC_015667	181778
NC_017670	3329
NZ_CP013069	351005
NC_019289	5301
NC_019188	7771
NZ_CP009491	70288
NZ_CP005776	6952
NZ_CP016457	131734
NZ_CP004397	19262
NZ_CP017845	5538
NC_012853	516088
NC_017446	5296
NC_017669	16047
NZ_CP011645	77801
NZ_CP017131	19503
NZ_CP018235	227762
NZ_CP018459	16971
NC_022358	86619
NZ_CP009445	2402
NC_012162	13540
NC_005240	37106
NC_017500	75814
NZ_CP015372	121451
NZ_HG004427	61142
NC_018487	69876
NC_017386	267986
NC_022656	26269
NZ_CP010318	4599
NC_007106	8191
NC_022565	8731
NZ_AP010873	9139
NZ_CP005788	3876
NC_020946	7502
NZ_CP015336	26961
NZ_CP015026	170926
NZ_CP017283	108867
NZ_CP007227	556485
NZ_CP016519	6647
NC_022374	54373
NG_047795	938
NC_017476	57362
NZ_CP013528	349793
NC_006903	5045
NZ_CP010891	27273
NZ_CP011599	82986
NC_011299	28649
NZ_CP018688	75838
NZ_CP014277	166530
NC_020949	7500
NG_048082	1040
NC_017585	1812548
NC_017395	26525
NZ_CP018355	207543
NZ_CP014532	9310
NZ_CP015734	166444
NC_017032	56520
NZ_CP013800	20368
NG_047663	1376
NC_024984	11898
NC_013925	58487
NZ_CP009903	9609
NZ_CP011133	290993
NC_017207	8513
NZ_CP011979	20222
NZ_CP019039	71628
NC_019937	12763
NC_018742	190222
NC_017199	139013
NG_047055	1640
NZ_CP018469	42967
NC_004931	12855
NZ_CP019297	99317
NZ_CP013942	52622
NZ_CP010362	85403
NZ_CP018978	117844
NZ_CP013482	77293
NZ_CP009905	70290
NZ_CP011609	70610
NC_007107	9150
NZ_CP005699	2699
NC_007718	4009
NZ_CP004332	3510
NC_019100	1973
NC_004446	2825
NC_022876	146276
NC_006860	4906
NC_015189	5178
NC_012503	24093
NZ_CP006878	203748
NZ_CP018723	63588
NZ_CP014080	2875
NC_018488	65470
NZ_CP005766	11099
NZ_CP013925	52517
NZ_AP014885	2278
NZ_CP019028	147346
NZ_CP009314	94807
NC_006974	4431
NG_049182	941
NC_001849	16821
NC_025041	65903
NZ_CP018278	5088
NC_010891	55216
NC_013945	28613
NC_001740	8684
NZ_CP004257	1899
NZ_CP018971	3164
NZ_CP010091	267359
NC_001869	191346
NG_049267	983
NC_004952	3990
NC_009780	131196
NC_018966	146002
NZ_CP007736	113440
NZ_CP009112	885383
NZ_CP011053	313995
NC_011418	4669
NZ_CP007625	285163
NZ_CP018813	27577
NC_017471	4541
NZ_CP013750	127346
NC_017555	27212
NC_019169	5044
NZ_CP010090	426282
NC_012502	29870
NC_013306	4595
NZ_CP018222	99370
NC_018422	70384
NC_013341	13342
NC_013346	2396
NZ_CP009937	68190
NC_018583	172385
NZ_CP004244	11714
NZ_CP016024	317936
NG_049138	864
NZ_CP013214	16378
NZ_CP008875	124256
NZ_CP004290	2555
NG_047814	887
NC_012923	24579
NC_013749	15815
NZ_CP012168	239973
NC_015513	92189
NC_014634	124226
NZ_CP010179	116417
NC_009700	17531
NZ_CP019237	23892
NC_004925	5247
NZ_CP009333	69773
NZ_CP009359	47973
NC_024960	67973
NC_011030	2461
NC_008043	821788
NC_021078	71446
NC_001854	27323
NZ_CP009675	9386
NZ_CP019211	5850
NC_001774	5360
NC_016079	4050
NC_022527	18345
NC_003125	4242
NC_021737	5566
NZ_CP009047	37688
NC_015700	12160
NZ_CP018069	3296
NG_047719	761
NZ_CP015715	13859
NC_011981	631775
NC_018880	15189
NZ_CP013143	14928
NZ_CP015702	36431
NC_010514	42985
NC_017721	5175
NC_022368	38362
NC_016837	19829
NZ_CP014400	2473
NZ_CP013770	36218
NZ_CP011067	2640
NC_018141	150432
NZ_CP014514	212902
NC_013175	114222
NG_049266	1146
NZ_CP015204	108503
NC_014811	211864
NC_008545	164857
NC_013923	378348
NZ_CP012569	83730
NZ_CP019022	3087
NZ_LT670852	29779
NC_019177	4500
NZ_CP004326	8628
NC_012179	16600
NZ_CP009573	39492
NC_015907	26473
NC_019075	2779
NZ_CP015710	3352
NZ_CP017285	108857
NZ_CP004246	4477
NZ_CP004216	819
NZ_CP007000	91400
NC_002110	3520
NC_019242	4854
NC_005952	23381
NZ_CP012385	163303
NG_052082	524
NZ_CP018941	4062
NZ_CP014090	86750
NZ_CP006371	101355
NC_011140	34616
NC_017421	37903
NC_002638	49503
NC_017420	23394
NZ_CP013591	315154
NC_005013	9759
NG_049222	941
NC_013384	6794
NC_001756	3506
NZ_CP010583	4845
NC_004457	40991
NC_019787	1672
NC_011984	211620
NG_049464	822
NC_003969	2391
NZ_CP018718	61010
NC_017235	27239
NC_004945	29371
NC_011845	21329
NZ_CP009843	53435
NZ_CP007713	8006
NZ_CP019037	457181
NG_048210	1583
NG_051170	1826
NC_021183	53393
NZ_LT596222	69815
NC_006628	8266
NC_007714	27240
NZ_CP012705	19860
NG_048159	1400
NC_020264	8232
NG_047438	1016
NG_052433	980
NZ_CP005692	16448
NG_050278	966
NZ_CP018320	81841
NZ_CP013797	188297
NC_009795	30949
NC_021228	8686
NC_019356	7672
NC_017133	1815
NC_018969	2473
NZ_CP014005	101030
NZ_CP009659	36848
NC_021210	6899
NC_010604	23317
NZ_CP013561	433209
NC_022577	5030
NZ_CP009584	5706
NC_009430	289489
NZ_CP011296	240129
NG_047874	1415
NC_010910	2163
NZ_CP018857	51192
NC_010913	5089
NC_001758	1768
NC_022047	55804
NC_016840	3751
NZ_CP010003	69317
NC_012847	28192
NC_015861	19244
NG_049482	998
NZ_CP007256	91729
NC_019347	3801
NC_010851	54288
NZ_CP009326	94892
NG_048777	1346
NC_010672	7437
NC_019368	87731
NC_003276	408101
NC_025168	8842
NZ_CP018078	95272
NZ_CP004881	8513
NC_011139	2197
NZ_CP014487	41600
NC_001845	1680
NC_011866	27342
NZ_CP015323	95077
NZ_CP014688	526169
NZ_CP009936	9282
NG_049242	976
NZ_CP018946	87114
NC_009928	273121
NZ_CP017861	43077
NC_001738	11696
NC_004955	10899
NZ_CP007500	32406
NC_019274	34467
NZ_CP018289	1421
NC_012760	8060
NZ_CP011637	3223
NC_020208	214319
NC_012194	54021
NC_024973	4972
NC_010983	3869
NC_019342	130175
NZ_CP005852	2120
NZ_CP011991	113638
NC_005243	4608
NC_011257	23303
NZ_CP015806	27809
NZ_CP006761	71523
NZ_CP009066	28638
NC_007595	46366
NZ_CP013744	288836
NC_021988	31004
NZ_CP011370	159187
NZ_CP015127	1949
NC_018148	13742
NC_020893	86518
NZ_CP018875	167030
NZ_CP012285	30044
NZ_CP004278	5292
NC_013500	4658
NZ_CP015380	87576
NC_004940	1711
NG_052253	989
NG_050486	645
NZ_CP013712	74973
NC_004924	5616
NZ_CP010898	100282
NC_011878	6054
NC_010164	4892
NG_047794	938
NZ_CP019439	114001
NZ_HG941719	135602
NZ_CP009852	77248
NZ_CP004210	1179
NC_010549	4885
NC_007507	182572
NC_002806	101648
NZ_HG813245	33094
NC_015597	256269
NZ_CP018340	81939
NG_048534	686
NZ_CP004340	9112
NC_010259	8197
NZ_CP009320	63573
NZ_CP008833	113639
NZ_CP018225	182640
NC_010909	6220
NZ_CP009014	33703
NZ_CP009443	4876
NC_023291	120572
NC_004058	32379
NC_023910	53416
NZ_CP016922	103694
NG_049340	813
NC_002054	5416
NC_009622	219313
NC_014382	73801
NC_020297	106004
NZ_CP016038	6141
NZ_CP019018	158911
NZ_CP011282	152440
NC_019079	9261
NC_017788	3194
NZ_CP007488	3208
NC_018879	77895
NZ_CP009071	30397
NC_011749	122301
NZ_CP006991	744104
NC_019428	80384
NC_016975	7604
NZ_CP018704	96073
NC_010699	44694
NC_021492	116007
NC_006393	132678
NG_047328	948
NC_020053	446651
NC_007593	5558
NC_000905	6205
NZ_CP019632	94445
NC_019014	4161
NZ_CP013782	181226
NC_013383	24711
NZ_CP010911	7593
NC_017561	26180
NC_019847	225725
NC_020554	3176
NZ_CP013573	1189373
NC_012626	7471
NZ_CP014202	46603
NC_013924	254950
NZ_CP005913	1486
NC_017209	14860
NZ_CP013533	352129
NZ_CP009856	61419
NZ_CP018203	34963
NC_019260	7674
NC_004839	70559
NZ_CP005868	2771
NC_017158	96046
NC_020513	7502
NC_013307	4439
NZ_CP018327	40058
NC_012961	29330
NC_000951	29838
NC_018510	224872
NZ_CP012891	28564
NC_014843	110416
NZ_CP018353	13841
NZ_CP013728	13003
NC_019341	41724
NC_012693	158213
NZ_CP003998	81071
NZ_CP005693	22892
NC_004670	17963
NC_002135	9879
NZ_CP012005	148955
NC_000948	30750
NZ_CP013230	26623
NC_006277	44420
NC_007323	94830
NC_020088	51160
NC_012514	29694
NC_017811	4141
NC_006466	233755
NC_014653	153429
NC_019127	1981
NC_021995	67314
NC_022605	3011
NC_017577	120153
NC_016834	8953
NZ_CP011481	123420
NC_019131	86586
NG_049339	813
NZ_CP014826	4025
NZ_CP012595	15957
NC_017071	4693
NC_020305	36751
NC_007490	100827
NC_012234	83377
NZ_CP018174	4447
NZ_CP014903	65694
NZ_CP010382	53129
NC_018683	1559666
NZ_CP005738	2333
NG_048920	1076
NZ_CP017776	35409
NC_012496	36936
NC_012110	30327
NC_013944	55171
NZ_CP005092	7223
NZ_FO818638	177250
NG_047712	674
NC_021816	3609
NC_007974	2580084
NZ_CP018775	174846
NZ_CP019438	213573
NC_021655	78227
NC_013534	6817
NC_001387	8830
NC_012187	28237
NZ_CP017081	87645
NC_017129	1815
NZ_CP003713	32400
NZ_CP014059	21968
NZ_CP018287	1922
NZ_CP016484	4625
NC_010365	6970
NZ_CP015180	71696
NZ_CP015484	110965
NG_047322	977
NC_007209	2473
NZ_CP006760	137017
NZ_CP013938	3467
NC_010998	414090
NZ_CP014757	54064
NC_019095	76635
NC_011185	179459
NZ_CP006922	86232
NC_010333	177878
NZ_CP009425	27068
NZ_CP009024	64920
NC_015179	54248
NZ_CP015135	158741
NZ_CP015295	7502
NZ_CP011788	3465
NZ_CP014807	8647
NZ_CP007143	41562
NC_001377	4207
NC_002091	5415
NC_005307	101016
NZ_CP004872	64522
NC_018423	94494
NZ_CP018994	154853
NC_021086	55585
NZ_CP013789	57431
NZ_AP014868	54355
NZ_CP004221	8587
NC_012510	30414
NZ_CP016161	109349
NC_017336	3158
NZ_CP018314	68601
NC_002523	153404
NZ_CP004218	72911
NZ_CP004281	3308
NZ_CP015095	134425
NZ_CP014510	52585
NG_047326	992
NZ_CP011639	69158
NC_021918	42347
NZ_CP014598	274486
NC_016841	1308
NZ_CP014892	43159
NZ_CP016369	52819
NC_020828	8556
NC_023899	83410
NC_007770	2591
NZ_CP010092	126898
NC_007486	104014
NZ_CP004215	862
NZ_CP009519	58133
NZ_CP010400	9327
NZ_CP014424	3125
NZ_CP004252	3536
NC_013056	8771
NZ_CP016528	4096
NZ_CP015706	20964
NC_009791	5033
NC_004252	10073
NZ_CP013321	3741
NC_020543	53841
NZ_CP018949	16559
NC_013930	240256
NC_007322	181677
NC_010291	4147
NZ_CP009527	41698
NC_013548	2306
NZ_CP009926	7500
NZ_CP004202	2008
NC_010931	5768
NZ_CP011537	32641
NZ_CP017880	25286
NG_050171	861
NC_001382	1717
NC_010697	48751
NZ_CP010093	71373
NZ_CP010831	83905
NC_006976	5317
NC_008119	10778
NC_017647	54289
NZ_CP013047	123171
NC_009931	172728
NC_005908	3728
NZ_CP019566	2622
NC_022344	500839
NC_012169	18022
NZ_CP009059	57181
NC_019101	2699
NZ_AP014713	6220
NC_019434	5461
NC_017383	7326
NC_017206	83590
NZ_CP011611	243709
NZ_CP010908	14562
NZ_CP009833	10072
NC_002146	96231
NG_047551	951
NC_017356	7228
NC_018960	3125
NC_008612	150157
NC_001395	2475
NZ_LN614828	238761
NZ_CP009921	301264
NZ_CP012530	23861
NC_012165	26992
NZ_CP013298	112763
NC_011888	20286
NZ_CP015007	451547
NG_050259	1061
NC_021488	62592
NZ_CP016290	557598
NZ_CP015146	10498
NC_010928	3155
NZ_CP013912	10808
NC_001811	8285
NZ_CP009758	68394
NZ_CP012955	9276
NC_017092	8406
NZ_CP014411	27068
NZ_CP016039	5775
NC_012160	30017
NC_017457	100258
NC_013128	48220
NC_025192	1986
NC_012507	31052
NZ_CP004183	4146
NC_012511	30617
NZ_AP014824	49712
NZ_CP016536	8070
NZ_CP018185	74165
NC_014839	394054
NC_019066	161081
NZ_LT222313	101345
NZ_CP013538	344843
NC_002128	92721
NC_006823	207355
NZ_CP004269	1901
NZ_CP012141	248368
NC_009660	12917
NC_020567	32700
NC_003277	93933
NZ_CP007132	7493
NC_007962	3828
NZ_CP011143	1552
NZ_CP004280	5081
NZ_CP013229	46953
NC_008383	147463
NZ_CP013492	438384
NC_012197	26634
NZ_CP014493	128305
NZ_CP011009	176219
NZ_CP014798	126548
NC_011079	3605
NC_017119	49961
NZ_CP005887	2599
NC_011084	1478
NZ_CP017937	43621
NG_047900	842
NZ_CP014091	3051
NZ_AP014872	7812
NZ_CP017725	49762
NG_047308	752
NZ_CP011314	361964
NZ_CP010366	6914
NZ_CP015952	73576
NC_010580	181736
NZ_CP009067	36114
NC_023281	2200
NG_048177	1391
NG_050172	861
NC_010942	5685
NZ_CP010138	83922
NC_014755	71513
NC_019110	10047
NZ_CP009275	162706
NZ_CP015038	199812
NC_003037	1354226
NG_047901	822
NZ_CP015158	93829
NZ_CP005872	1007
NC_011771	10915
NC_006528	846
NC_017406	24614
NG_052893	1826
NC_017727	94824
NC_023138	255493
NZ_CP004270	6169
NC_005023	19792
NZ_CP009145	1466845
NC_017185	2750
NC_013265	4955
NZ_CP004247	9659
NC_019320	65269
NC_002134	94281
NZ_CP009441	4016
NZ_CP004878	2062
NZ_CP009475	94721
NZ_CP017854	44436
NZ_CP006924	10925
NZ_CP016299	110967
NC_019953	5328
NZ_CP012016	2903
NZ_CP015719	10380
NC_013318	27267
NZ_CP012834	53952
NZ_CP006793	9609
