locus	character
NZ_CP011332	mosaic
NZ_CP011333	mosaic
NZ_CP011336	mosaic
NZ_CP011338	mosaic
NZ_CP010305	mosaic
NZ_CP006635	mosaic
NZ_CP011135	mosaic
NZ_CP011136	mosaic
NZ_CP011138	mosaic
NZ_CP011141	mosaic
NZ_CP011143	mosaic
NZ_CP011019	mosaic
NZ_CP011417	mosaic
NZ_CP011418	mosaic
NZ_HG941719	mosaic
NZ_CP006637	mosaic
NZ_CP006639	mosaic
NZ_CP006641	mosaic
NZ_CP006642	mosaic
NZ_CP010316	mosaic
NZ_CP010317	mosaic
NZ_CP010318	mosaic
NZ_CP011496	mosaic
NZ_CP009260	mosaic
NZ_CP012634	mosaic
NZ_CP012636	mosaic
NZ_CP012637	mosaic
NZ_CP012632	mosaic
NZ_CP012626	mosaic
NZ_CP012627	mosaic
NZ_CP012629	mosaic
NZ_CP013024	mosaic
NZ_CP013026	mosaic
NZ_CP013027	mosaic
NZ_CP013657	mosaic
NZ_CP013833	mosaic
NZ_CP013834	mosaic
NZ_CP013832	mosaic
NZ_CP014273	mosaic
NZ_CP014271	mosaic
NZ_CP014489	mosaic
NZ_CP014496	mosaic
NZ_CP014498	mosaic
NZ_CP014523	mosaic
NZ_CP014524	mosaic
NZ_CP011493	mosaic
NZ_CP009167	mosaic
NZ_LN824134	mosaic
NZ_LN824135	mosaic
NZ_LN824138	mosaic
NZ_CP014317	mosaic
NZ_CP014318	mosaic
NZ_CP014319	mosaic
NZ_CP014320	mosaic
NZ_CP014321	mosaic
NZ_CP012754	mosaic
NZ_CP012755	mosaic
NZ_CP015755	mosaic
NZ_CP014756	mosaic
NZ_CP014757	mosaic
NZ_CP014758	mosaic
NZ_CP011062	mosaic
NZ_CP011063	mosaic
NZ_CP011064	mosaic
NZ_CP011065	mosaic
NZ_CP015022	mosaic
NZ_CP015021	mosaic
NZ_CP015077	mosaic
NZ_CP015078	mosaic
NZ_CP015139	mosaic
NZ_CP015140	mosaic
NZ_CP015141	mosaic
NZ_CP015142	mosaic
NZ_CP015144	mosaic
NZ_CP015070	mosaic
NZ_CP015071	mosaic
NZ_CP015072	mosaic
NZ_CP015816	mosaic
NZ_CP015833	mosaic
NZ_CP012501	mosaic
NZ_CP015844	mosaic
NZ_CP015160	mosaic
NZ_CP015161	mosaic
NZ_CP015847	mosaic
NZ_CP015242	mosaic
NZ_CP012500	mosaic
NZ_CP015075	mosaic
NZ_CP012499	mosaic
NZ_CP015913	mosaic
NZ_CP015914	mosaic
NZ_CP015915	mosaic
NZ_CP015916	mosaic
NZ_CP015996	mosaic
NZ_CP014668	mosaic
NZ_CP014669	mosaic
NZ_CP016035	mosaic
NZ_CP016036	mosaic
NZ_CP016037	mosaic
NZ_CP016038	mosaic
NZ_CP016498	mosaic
NZ_CP015856	mosaic
NZ_CP016547	mosaic
NZ_CP016548	mosaic
NZ_CP016550	mosaic
NZ_CP016626	mosaic
NZ_CP012492	mosaic
NZ_CP012493	mosaic
NZ_CP015835	mosaic
NZ_CP015836	mosaic
NZ_CP015838	mosaic
NZ_CP016405	mosaic
NZ_CP012803	mosaic
NZ_CP017439	mosaic
NZ_CP017443	mosaic
NZ_CP017445	mosaic
NZ_CP017437	mosaic
NZ_CP017447	mosaic
NZ_CP017441	mosaic
NZ_CP008715	mosaic
NZ_CP008716	mosaic
NZ_CP008719	mosaic
NZ_CP008721	mosaic
NZ_CP017670	mosaic
NZ_CP017435	mosaic
NZ_CP013191	mosaic
NZ_CP013192	mosaic
NZ_CP013193	mosaic
NZ_CP013194	mosaic
NZ_LT632321	mosaic
NZ_CP017252	mosaic
NZ_CP017250	mosaic
NZ_CP018116	mosaic
NZ_CP018117	mosaic
NZ_CP018118	mosaic
NZ_CP018119	mosaic
NZ_CP018120	mosaic
NZ_CP018251	mosaic
NZ_CP018122	mosaic
NZ_CP018123	mosaic
NZ_CP018124	mosaic
NZ_CP018125	mosaic
NZ_CP018126	mosaic
NZ_CP018110	mosaic
NZ_CP018111	mosaic
NZ_CP018112	mosaic
NZ_CP018113	mosaic
NZ_CP018114	mosaic
NZ_CP017845	mosaic
NZ_CP017846	mosaic
NZ_CP017847	mosaic
NZ_CP017848	mosaic
NZ_CP018242	mosaic
NZ_CP018238	mosaic
NZ_CP018246	mosaic
NZ_CP018240	mosaic
NZ_CP018248	mosaic
NZ_CP018244	mosaic
NZ_CP018207	mosaic
NZ_CP018104	mosaic
NZ_CP018105	mosaic
NZ_CP018106	mosaic
NZ_CP018107	mosaic
NZ_CP018108	mosaic
NZ_CP018253	mosaic
NZ_CP010164	mosaic
NZ_CP010166	mosaic
NZ_CP010179	mosaic
NZ_CP010168	mosaic
NZ_CP010149	mosaic
NZ_CP010130	mosaic
NZ_CP010131	mosaic
NZ_CP010158	mosaic
NZ_CP010146	mosaic
NZ_CP010147	mosaic
NZ_CP010181	mosaic
NZ_CP010182	mosaic
NZ_CP010197	mosaic
NZ_CP010198	mosaic
NZ_CP010199	mosaic
NZ_CP010174	mosaic
NZ_CP010175	mosaic
NZ_CP010214	mosaic
NZ_CP010215	mosaic
NZ_CP010216	mosaic
NZ_CP010217	mosaic
NZ_CP010218	mosaic
NZ_CP010243	mosaic
NZ_CP010245	mosaic
NZ_CP010241	mosaic
NZ_CP010118	mosaic
NZ_CP010184	mosaic
NZ_CP010185	mosaic
NZ_CP010201	mosaic
NZ_CP010202	mosaic
NZ_CP010203	mosaic
NZ_CP010204	mosaic
NZ_CP010207	mosaic
NZ_CP010209	mosaic
NZ_CP010210	mosaic
NZ_CP010211	mosaic
NZ_CP010212	mosaic
NZ_CP010222	mosaic
NZ_CP010223	mosaic
NZ_CP010224	mosaic
NZ_CP010225	mosaic
NZ_CP010220	mosaic
NZ_CP010232	mosaic
NZ_CP010233	mosaic
NZ_CP010234	mosaic
NZ_CP010153	mosaic
NZ_CP010154	mosaic
NZ_CP010155	mosaic
NZ_CP010239	mosaic
NZ_CP010144	mosaic
NZ_CP010187	mosaic
NZ_CP010188	mosaic
NZ_CP010189	mosaic
NZ_CP010190	mosaic
NZ_CP010120	mosaic
NZ_CP010138	mosaic
NZ_CP017246	mosaic
NZ_CP017632	mosaic
NZ_CP017633	mosaic
NZ_CP019214	mosaic
NZ_CP019215	mosaic
NZ_CP019216	mosaic
NC_003383	mosaic
NC_016825	mosaic
NC_016855	mosaic
NC_017054	mosaic
NC_016864	mosaic
NC_016858	mosaic
NC_017675	mosaic
NC_016859	mosaic
NC_011081	mosaic
NC_009140	mosaic
NC_011079	mosaic
NC_006855	mosaic
NC_006856	mosaic
NC_011204	mosaic
NC_011092	mosaic
NC_018888	mosaic
NC_016861	mosaic
NC_016862	mosaic
NC_018889	mosaic
NC_017720	mosaic
NC_017718	mosaic
NC_017719	mosaic
NC_011077	mosaic
NC_011076	mosaic
NC_021155	mosaic
NC_021156	mosaic
NC_021828	mosaic
NC_022051	mosaic
NC_022047	mosaic
NC_022045	mosaic
NC_022046	mosaic
NC_021811	mosaic
NC_021845	mosaic
NC_021819	mosaic
NC_022570	mosaic
NC_014495	mosaic
NC_021813	mosaic
NC_021842	mosaic
NZ_CP005994	mosaic
NZ_HG813248	mosaic
NZ_CP007508	mosaic
NC_013767	mosaic
NZ_CP007582	mosaic
NZ_CP009103	mosaic
NZ_CP008745	mosaic
NZ_AP014566	mosaic
NZ_CP008927	mosaic
NC_021815	mosaic
NZ_CP009409	mosaic
NZ_CP009566	mosaic
NZ_CP009567	mosaic
NZ_CP009568	mosaic
NZ_CP011399	mosaic
NZ_CP011395	mosaic
NZ_CP011429	mosaic
NZ_CP011431	mosaic
NZ_CP011433	mosaic
NZ_CP007529	mosaic
NZ_CP012039	mosaic
NZ_CP012348	mosaic
NZ_CP012682	mosaic
NZ_CP012683	mosaic
NZ_CP012684	mosaic
NZ_CP012835	mosaic
NZ_CP009767	mosaic
NZ_LN890521	mosaic
NZ_LN890523	mosaic
NZ_LN890525	mosaic
NZ_LN890519	mosaic
NZ_CP012922	mosaic
NZ_CP012923	mosaic
NZ_CP012931	mosaic
NZ_CP012933	mosaic
NZ_CP012934	mosaic
NZ_CP012935	mosaic
NZ_CP012936	mosaic
NZ_CP009570	mosaic
NZ_CP013224	mosaic
NZ_CP013225	mosaic
NZ_CP012926	mosaic
NZ_CP012927	mosaic
NZ_CP012929	mosaic
NZ_CP013725	mosaic
NZ_CP013098	mosaic
NZ_CP014253	mosaic
NZ_CP014254	mosaic
NZ_CP014251	mosaic
NZ_CP014050	mosaic
NZ_CP014359	mosaic
NZ_CP014357	mosaic
NZ_CP014537	mosaic
NZ_CP013221	mosaic
NZ_CP013223	mosaic
NZ_CP014997	mosaic
NZ_CP014662	mosaic
NZ_CP014660	mosaic
NZ_CP014995	mosaic
NZ_CP014658	mosaic
NZ_CP014968	mosaic
NZ_CP014970	mosaic
NZ_CP014966	mosaic
NZ_CP014978	mosaic
NZ_CP014976	mosaic
NZ_CP011944	mosaic
NZ_LN999012	mosaic
NZ_CP016506	mosaic
NZ_CP016509	mosaic
NZ_CP016515	mosaic
NZ_CP016516	mosaic
NZ_CP016512	mosaic
NZ_CP015158	mosaic
NZ_CP016518	mosaic
NZ_CP016519	mosaic
NZ_CP016520	mosaic
NZ_CP015725	mosaic
NZ_CP016578	mosaic
NZ_CP016531	mosaic
NZ_CP016533	mosaic
NZ_CP016522	mosaic
NZ_CP016524	mosaic
NZ_CP012397	mosaic
NZ_CP016526	mosaic
NZ_CP016528	mosaic
NZ_CP016529	mosaic
NZ_CP016567	mosaic
NZ_CP016568	mosaic
NZ_CP016571	mosaic
NZ_CP016572	mosaic
NZ_CP016575	mosaic
NZ_CP016564	mosaic
NZ_CP016580	mosaic
NZ_CP007485	mosaic
NZ_CP007486	mosaic
NZ_CP007487	mosaic
NZ_CP007488	mosaic
NZ_CP007489	mosaic
NZ_CP016562	mosaic
NZ_CP016587	mosaic
NZ_CP016583	mosaic
NZ_CP016585	mosaic
NZ_CP016386	mosaic
NZ_CP016387	mosaic
NZ_CP016389	mosaic
NZ_CP016390	mosaic
NZ_CP019209	mosaic
NZ_CP019210	mosaic
NZ_CP019793	mosaic
NZ_CP014980	mosaic
NZ_CP017725	mosaic
NZ_CP019773	mosaic
NZ_CP019774	mosaic
NZ_CP019775	mosaic
NZ_CP019776	mosaic
NZ_CP017620	mosaic
NZ_CP016013	mosaic
NZ_CP016407	mosaic
NZ_CP016411	mosaic
NZ_CP016413	mosaic
NZ_CP019166	mosaic
NZ_CP019168	mosaic
NZ_CP016409	mosaic
NZ_CP019199	mosaic
NZ_CP019205	mosaic
NZ_CP019207	mosaic
NZ_CP019180	mosaic
NZ_CP016838	mosaic
NC_007790	mosaic
NC_007792	mosaic
NC_009477	mosaic
NC_017339	mosaic
NC_002774	mosaic
NC_010063	mosaic
NC_012417	mosaic
NC_017352	mosaic
NC_017332	mosaic
NC_013452	mosaic
NC_009619	mosaic
NC_006629	mosaic
NZ_CP019443	mosaic
NZ_CP019444	mosaic
NC_017346	mosaic
NC_017344	mosaic
NC_017350	mosaic
NC_017345	mosaic
NC_022610	mosaic
NC_022605	mosaic
NC_021552	mosaic
NC_020539	mosaic
NC_021657	mosaic
NC_020535	mosaic
NC_022227	mosaic
NC_022228	mosaic
NC_020534	mosaic
NC_022126	mosaic
NZ_CP018772	mosaic
NZ_CP018773	mosaic
NZ_CP018774	mosaic
NZ_CP018775	mosaic
NZ_CP010141	mosaic
NZ_CP010142	mosaic
NZ_CP019904	mosaic
NZ_CP019905	mosaic
NZ_CP019906	mosaic
NZ_CP019908	mosaic
NZ_CP019909	mosaic
NZ_CP019910	mosaic
NZ_CP018876	mosaic
NZ_CP018879	mosaic
NZ_CP013721	mosaic
NZ_CP007177	mosaic
NZ_CP007178	mosaic
NC_017334	mosaic
NC_017335	mosaic
NZ_CP019173	mosaic
NZ_CP015985	mosaic
NZ_CP017729	mosaic
NZ_CP015977	mosaic
NZ_CP007455	mosaic
NZ_CP007500	mosaic
NZ_CP009362	mosaic
NC_020530	mosaic
NC_020531	mosaic
NC_020565	mosaic
NZ_CP007671	mosaic
NC_020567	mosaic
NZ_CP011527	mosaic
NZ_CP011529	mosaic
NC_020538	mosaic
NZ_CP007675	mosaic
NZ_CP012121	mosaic
NZ_CP012118	mosaic
NZ_CP014577	mosaic
NZ_CP010403	mosaic
NZ_CP010404	mosaic
NZ_LN831038	mosaic
NZ_AP017321	mosaic
NZ_CP012017	mosaic
NZ_CP012016	mosaic
NZ_CP007679	mosaic
NZ_AP014943	mosaic
NZ_CP007658	mosaic
NZ_CP007673	mosaic
NZ_CP013617	mosaic
NZ_CP014063	mosaic
NZ_CP013228	mosaic
NZ_CP013229	mosaic
NZ_CP013230	mosaic
NZ_CP012594	mosaic
NZ_CP012596	mosaic
NZ_CP010891	mosaic
NZ_CP014077	mosaic
NZ_CP014079	mosaic
NZ_CP014090	mosaic
NZ_CP007150	mosaic
NZ_CP013028	mosaic
NZ_CP017618	mosaic
NZ_LT009691	mosaic
NC_011789	mosaic
NC_011793	mosaic
NC_011786	mosaic
NC_011791	mosaic
NC_011856	mosaic
NC_011854	mosaic
NZ_CP012977	mosaic
NZ_CP018954	mosaic
NZ_CP018955	mosaic
NZ_CP018956	mosaic
NZ_CP018985	mosaic
NZ_CP018989	mosaic
NZ_CP018990	mosaic
NZ_CP019009	mosaic
NZ_CP019010	mosaic
NZ_CP019011	mosaic
NZ_CP017760	mosaic
NZ_CP018942	mosaic
NZ_CP018944	mosaic
NZ_CP018945	mosaic
NZ_CP018946	mosaic
NZ_CP018947	mosaic
NZ_CP018967	mosaic
NZ_CP018968	mosaic
NZ_CP018969	mosaic
NZ_CP018972	mosaic
NZ_CP018973	mosaic
NZ_CP018974	mosaic
NZ_CP018975	mosaic
NZ_CP019001	mosaic
NZ_CP019002	mosaic
NZ_CP019003	mosaic
NZ_CP018958	mosaic
NZ_CP018959	mosaic
NZ_CP018960	mosaic
NZ_CP018961	mosaic
NZ_CP019021	mosaic
NZ_CP019024	mosaic
NZ_CP019025	mosaic
NZ_CP019026	mosaic
NZ_CP019028	mosaic
NZ_CP019578	mosaic
NZ_CP019580	mosaic
NZ_CP018949	mosaic
NZ_CP018951	mosaic
NZ_CP018952	mosaic
NZ_CP018977	mosaic
NZ_CP018978	mosaic
NZ_CP018981	mosaic
NZ_CP018982	mosaic
NZ_CP018996	mosaic
NZ_CP018997	mosaic
NZ_CP018998	mosaic
NZ_CP018999	mosaic
NZ_CP018963	mosaic
NZ_CP018964	mosaic
NZ_CP018992	mosaic
NZ_CP018993	mosaic
NZ_CP018994	mosaic
NZ_CP019006	mosaic
NZ_CP019007	mosaic
NZ_CP019014	mosaic
NZ_CP019017	mosaic
NZ_CP019018	mosaic
NZ_CP019019	mosaic
NZ_CP012975	mosaic
NZ_CP013954	mosaic
NZ_CP013956	mosaic
NZ_CP013958	mosaic
NZ_CP012973	mosaic
NZ_CP012971	mosaic
NZ_CP012980	mosaic
NZ_CP014972	mosaic
NZ_CP014973	mosaic
NZ_CP014694	mosaic
NZ_CP014695	mosaic
NZ_CP019564	mosaic
NZ_CP019565	mosaic
NZ_CP018767	mosaic
NZ_LT671860	mosaic
NZ_CP014403	mosaic
NZ_CP014404	mosaic
NZ_CP014405	mosaic
NZ_CP014406	mosaic
NZ_CP014408	mosaic
NZ_CP014410	mosaic
NZ_CP014411	mosaic
NZ_CP014421	mosaic
NZ_CP014422	mosaic
NZ_CP014398	mosaic
NZ_CP014399	mosaic
NZ_CP014400	mosaic
NZ_CP014401	mosaic
NZ_CP014424	mosaic
NZ_CP014425	mosaic
NZ_CP014393	mosaic
NZ_CP014394	mosaic
NZ_CP014395	mosaic
NZ_CP014396	mosaic
NZ_CP014413	mosaic
NZ_CP014414	mosaic
NZ_CP014430	mosaic
NZ_CP014431	mosaic
NZ_CP014445	mosaic
NZ_CP014446	mosaic
NZ_CP014416	mosaic
NZ_CP014417	mosaic
NZ_CP014439	mosaic
NZ_CP014440	mosaic
NZ_CP014442	mosaic
NZ_CP014443	mosaic
NZ_CP014436	mosaic
NZ_CP014437	mosaic
NZ_CP013524	static
NC_017508	static
NG_047795	static
NZ_CP011156	static
NC_012657	static
NZ_CP016042	static
NZ_CP010909	static
NC_015860	static
NZ_HG917973	static
NZ_CP014767	static
NC_025118	static
NZ_CP014678	static
NC_017396	static
NZ_CP007608	static
NZ_CP014570	static
NC_008389	static
NG_047916	static
NZ_CP016481	static
NZ_CP003957	static
NC_007142	static
NZ_CP015702	static
NZ_CP004301	static
NC_003457	static
NC_022540	static
NZ_CP014830	static
NC_014115	static
NZ_CP010356	static
NC_016046	static
NC_012235	static
NC_012528	static
NZ_CP014333	static
NC_006376	static
NC_011874	static
NC_024964	static
NC_025146	static
NC_019245	static
NZ_CP009029	static
NZ_CP004221	static
NC_023142	static
NZ_CP005820	static
NZ_CP018984	static
NC_011871	static
NC_012237	static
NC_016079	static
NC_025128	static
NZ_CP012531	static
NT_167352	static
NG_051437	static
NC_011783	static
NC_019992	static
NC_017800	static
NZ_CP013214	static
NC_009517	static
NC_017228	static
NZ_CP007453	static
NC_021279	static
NC_021977	static
NZ_CP010877	static
NC_017785	static
NC_016137	static
NC_001385	static
NC_019558	static
NZ_CP004331	static
NC_019203	static
NC_014754	static
NC_019894	static
NZ_CP012498	static
NC_009794	static
NZ_CP004330	static
NC_021903	static
NZ_CP011788	static
NG_048831	static
NZ_CP018688	static
NZ_CP004332	static
NZ_AP013065	static
NC_021516	static
NZ_CP004224	static
NC_019250	static
NC_011788	static
NC_004562	static
NZ_CP015174	static
NT_187161	static
NC_003064	static
NZ_CP011297	static
NC_023325	static
NZ_CP018326	static
NG_048865	static
NC_019756	static
NC_012752	static
NC_006675	static
NZ_CP005852	static
NC_022994	static
NZ_CP011543	static
NC_005010	static
NC_017194	static
NC_009426	static
NZ_CP006843	static
NC_014250	static
NZ_CP012893	static
NC_019132	static
NC_015708	static
NZ_CP005699	static
NZ_CP004339	static
NZ_LN554853	static
NC_001446	static
NC_015258	static
NG_052253	static
NZ_CP016041	static
NZ_CP006374	static
NC_014619	static
NC_010310	static
NZ_CP015420	static
NG_049126	static
NC_018991	static
NZ_CP013369	static
NG_047871	static
NZ_CP015096	static
NZ_CP004166	static
NZ_CP018966	static
NC_021724	static
NC_017650	static
NC_019356	static
NC_000938	static
NZ_CP005691	static
NC_011314	static
NZ_CP017564	static
NC_007641	static
NC_020916	static
NC_000955	static
NC_010883	static
NC_023071	static
NZ_CP019127	static
NZ_CP015063	static
NC_006140	static
NC_011367	static
NC_013442	static
NC_013963	static
NC_010332	static
NZ_CP014923	static
NC_006869	static
NG_048929	static
NG_047578	static
NC_010598	static
NZ_CP015993	static
NC_003353	static
NZ_CP005819	static
NZ_CP009670	static
NZ_CP005685	static
NC_001833	static
NC_006977	static
NC_002135	static
NG_050351	static
NC_020548	static
NZ_CP005739	static
NG_047368	static
NZ_CP016441	static
NZ_CP015369	static
NZ_CP019182	static
NZ_CP019795	static
NC_015917	static
NC_013386	static
NZ_CP014238	static
NZ_CP005873	static
NC_010492	static
NC_017444	static
NC_011247	static
NC_010124	static
NC_009038	static
NZ_CP012641	static
NZ_CP014128	static
NC_010879	static
NC_020305	static
NZ_CP007185	static
NG_047723	static
NZ_CP018359	static
NC_010875	static
NZ_CP014813	static
NZ_CP014198	static
NZ_CP005750	static
NZ_CP014683	static
NC_014838	static
NZ_CP013589	static
NC_019259	static
NC_015689	static
NC_005076	static
NZ_CP011137	static
NZ_CP008890	static
NC_008013	static
NG_047813	static
NG_052498	static
NC_003789	static
NC_004962	static
NC_019747	static
NZ_LN890526	static
NG_050147	static
NC_019306	static
NZ_CP007678	static
NC_010927	static
NC_001425	static
NC_020050	static
NC_008741	static
NC_023316	static
NZ_CP019031	static
NC_019335	static
NZ_CP016463	static
NZ_CP015390	static
NZ_CP014086	static
NC_014390	static
NC_015579	static
NC_008823	static
NZ_CP005692	static
NZ_CP011404	static
NC_011844	static
NZ_CP005730	static
NZ_CP015616	static
NC_013783	static
NZ_CP005817	static
NZ_CP004171	static
NZ_CP009758	static
NC_010923	static
NZ_CP012422	static
NC_015462	static
NZ_CP016008	static
NC_013310	static
NC_006569	static
NZ_CP013915	static
NC_008691	static
NC_024971	static
NZ_CP009963	static
NC_008274	static
NC_012262	static
NC_010728	static
NC_019727	static
NC_001751	static
NC_015853	static
NC_010428	static
NZ_CP018268	static
NZ_CP009582	static
NZ_CP019296	static
NZ_CP005751	static
NC_004719	static
NC_009713	static
NC_015313	static
NC_016817	static
NC_013513	static
NC_011878	static
NZ_CP010977	static
NC_009341	static
NZ_CP013914	static
NC_006904	static
NZ_CP009882	static
NC_021886	static
NC_010290	static
NC_007430	static
NC_023070	static
NG_047551	static
NC_019893	static
NZ_CP012875	static
NC_017919	static
NZ_CP005091	static
NZ_CP014614	static
NZ_CP004315	static
NC_016042	static
NC_025042	static
NG_048095	static
NZ_CP013493	static
NC_009129	static
NC_021361	static
NC_019759	static
NC_021907	static
NC_005952	static
NZ_CP008809	static
NG_048850	static
NZ_CP007058	static
NZ_LT670852	static
NC_015664	static
NC_022551	static
NZ_CP005743	static
NC_024988	static
NG_050468	static
NC_007490	static
NC_012154	static
NZ_AP017297	static
NZ_CP004188	static
NZ_CP014612	static
NC_005022	static
NC_012180	static
NC_015058	static
NC_010915	static
NC_010881	static
NZ_CP014688	static
NZ_CP013294	static
NC_013781	static
NC_017286	static
NZ_CP013030	static
NG_047337	static
NZ_CP004152	static
NC_017273	static
NZ_CP014894	static
NZ_CP015216	static
NZ_CP013631	static
NC_007143	static
NC_011225	static
NC_006258	static
NZ_CP010587	static
NZ_CP009441	static
NG_049018	static
NC_011893	static
NC_008771	static
NC_007720	static
NZ_CP017776	static
NC_018999	static
NZ_CP004251	static
NC_001903	static
NZ_CP012103	static
NC_011855	static
NC_011255	static
NZ_CP009356	static
NG_047250	static
NC_011746	static
NZ_CP014494	static
NC_002105	static
NZ_CP012265	static
NG_052082	static
NC_012226	static
NC_006530	static
NC_012204	static
NZ_CP008877	static
NG_050073	static
NC_021225	static
NC_017774	static
NC_000937	static
NC_017736	static
NC_023059	static
NC_017507	static
NC_004931	static
NZ_CP004208	static
NC_015066	static
NZ_CP017128	static
NC_010882	static
NC_006422	static
NC_012192	static
NZ_CP017028	static
NZ_CP009055	static
NC_016637	static
NZ_CP011655	static
NZ_CP009690	static
NC_015423	static
NZ_CP007069	static
NC_017229	static
NC_025165	static
NC_014478	static
NZ_CP016599	static
NC_011779	static
NZ_CP010400	static
NC_017425	static
NZ_CP009439	static
NZ_CP014328	static
NC_008496	static
NG_047264	static
NZ_CP007002	static
NC_007515	static
NZ_CP012891	static
NZ_CP018077	static
NC_003892	static
NC_025032	static
NZ_CP017104	static
NZ_CP017135	static
NC_011971	static
NZ_CP005910	static
NC_028665	static
NC_004997	static
NC_010659	static
NZ_CP004190	static
NZ_CP009107	static
NZ_CP012575	static
NZ_CP012925	static
NC_010504	static
NC_006392	static
NZ_CP019134	static
NG_047664	static
NC_017391	static
NZ_CP009263	static
NC_017943	static
NZ_CP005854	static
NZ_LN868940	static
NC_007717	static
NC_009432	static
NZ_CP014908	static
NG_049335	static
NZ_CP005815	static
NC_018967	static
NG_047595	static
NC_019239	static
NC_017103	static
NZ_CP014974	static
NC_015705	static
NC_019372	static
NC_012105	static
NZ_CP014751	static
NC_012155	static
NC_010183	static
NZ_CP004182	static
NC_012264	static
NG_049138	static
NZ_CP006572	static
NC_014749	static
NZ_CP004270	static
NC_016834	static
NC_011396	static
NZ_CP017887	static
NC_002033	static
NZ_CP013272	static
NC_011897	static
NC_017298	static
NZ_CP017773	static
NC_011650	static
NC_021212	static
NC_010113	static
NC_025178	static
NC_017225	static
NZ_CP007807	static
NZ_CP010074	static
NC_002682	static
NZ_CP014897	static
NC_019953	static
NC_011150	static
NC_015471	static
NZ_CP014850	static
NC_021289	static
NZ_CP012010	static
NZ_CP019632	static
NZ_CP005822	static
NC_010616	static
NZ_CP013515	static
NC_021056	static
NZ_CP009038	static
NC_015944	static
NC_019765	static
NC_009479	static
NZ_CP014624	static
NC_010405	static
NC_010906	static
NC_003240	static
NZ_CP019022	static
NC_013744	static
NC_015592	static
NZ_LT667501	static
NC_022910	static
NG_048558	static
NZ_CP005863	static
NZ_CP006993	static
NZ_CP017110	static
NZ_CP014088	static
NC_017414	static
NZ_CP009214	static
NC_012209	static
NC_025192	static
NG_049099	static
NC_017230	static
NC_008459	static
NZ_CP016570	static
NC_012494	static
NZ_CP005896	static
NC_013357	static
NC_017780	static
NC_019775	static
NC_005231	static
NC_012562	static
NZ_CP007257	static
NC_022111	static
NC_011843	static
NZ_CP014075	static
NZ_CP015530	static
NZ_CP005690	static
NC_011139	static
NG_047665	static
NZ_CP005855	static
NC_015378	static
NC_004849	static
NZ_CP005885	static
NG_049282	static
NC_019233	static
NZ_CP019316	static
NC_000843	static
NZ_CP016085	static
NC_010895	static
NZ_CP012664	static
NC_010464	static
NZ_HG938357	static
NG_049104	static
NC_019244	static
NG_050486	static
NC_020915	static
NC_021996	static
NC_017257	static
NC_002059	static
NZ_CP019287	static
NZ_CP015334	static
NC_010399	static
NZ_CP018330	static
NC_017394	static
NG_049776	static
NZ_CP014085	static
NC_001764	static
NC_012197	static
NZ_CP010057	static
NC_016849	static
NZ_CP005720	static
NC_021836	static
NC_006873	static
NC_017762	static
NC_024994	static
NZ_CP004340	static
NG_047279	static
NC_019986	static
NZ_CP015787	static
NC_019209	static
NZ_CP004176	static
NC_002070	static
NZ_CP015595	static
NC_001476	static
NZ_CP011430	static
NC_004960	static
NC_011355	static
NC_023072	static
NZ_CP015797	static
NZ_CP005712	static
NC_013925	static
NZ_CP017407	static
NG_052417	static
NC_025132	static
NC_010078	static
NZ_CP004151	static
NC_015712	static
NC_016939	static
NC_004822	static
NC_006988	static
NC_004574	static
NG_047714	static
NZ_CP005767	static
NC_007390	static
NZ_CP005724	static
NC_011785	static
NZ_CP016336	static
NZ_CP005715	static
NZ_CP019013	static
NC_030902	static
NG_047849	static
NZ_CP017129	static
NC_018493	static
NZ_CP004223	static
NZ_CP004254	static
NC_006911	static
NC_014354	static
NZ_CP015590	static
NZ_CP011432	static
NC_022527	static
NC_008226	static
NC_009670	static
NC_003101	static
NG_052288	static
NZ_CP005881	static
NC_002489	static
NZ_CP012424	static
NG_049982	static
NC_012002	static
NG_050303	static
NZ_CP006473	static
NG_048710	static
NC_013964	static
NC_010066	static
NC_012031	static
NC_017784	static
NC_010900	static
NC_022993	static
NG_047847	static
NZ_CP012928	static
NC_019387	static
NC_020824	static
NC_025012	static
NC_017935	static
NG_050518	static
NC_011522	static
NC_011253	static
NZ_CP016206	static
NC_006363	static
NZ_CP011067	static
NZ_CP005901	static
NZ_CP004307	static
NC_017499	static
NZ_CP011435	static
NZ_CP009849	static
NZ_CP009639	static
NZ_CP013539	static
NC_022001	static
NZ_CP014605	static
NZ_CP013165	static
NC_004940	static
NC_023136	static
NC_030939	static
NC_019535	static
NZ_AP014955	static
NZ_CP013227	static
NG_047248	static
NC_010394	static
NC_019887	static
NC_014303	static
NZ_CP012488	static
NZ_CP006375	static
NG_047757	static
NZ_CP015361	static
NZ_CP019295	static
NC_007389	static
NC_020303	static
NZ_LN999837	static
NZ_CP012534	static
NC_007594	static
NC_013206	static
NC_011857	static
NG_049263	static
NC_014819	static
NZ_CP016452	static
NZ_CP019308	static
NC_017801	static
NT_187167	static
NZ_CP015798	static
NT_187137	static
NC_009034	static
NZ_CP015940	static
NZ_CP017270	static
NC_016595	static
NC_014159	static
NZ_CP018667	static
NC_005311	static
NZ_CP012853	static
NZ_CP010087	static
NC_020909	static
NC_011869	static
NC_015952	static
NC_012882	static
NZ_CP013125	static
NC_012006	static
