locus	CDS
NG_048233	1
NG_048256	1
NG_048259	1
NG_048260	1
NG_048263	1
NG_048264	1
NG_048272	1
NG_048274	1
NG_048277	1
NG_048311	1
NG_048317	1
NG_048331	1
NG_048341	1
NG_048372	1
NG_048376	1
NG_048378	1
NG_048403	1
NG_048429	1
NG_048449	1
NG_048476	1
NG_048477	1
NG_048482	1
NG_048486	1
NG_048519	1
NG_048534	1
NG_048539	1
NG_048543	1
NG_048555	1
NG_048556	1
NG_048557	1
NG_048558	1
NG_048559	1
NG_048564	1
NG_048578	1
NG_048588	1
NG_048628	1
NG_048629	1
NG_048630	1
NG_048632	1
NG_048707	1
NG_048710	1
NG_048716	1
NG_048718	1
NG_048742	1
NG_048751	1
NG_048757	1
NG_048766	1
NG_048768	1
NG_048777	1
NG_048799	1
NG_048807	1
NG_048811	1
NG_048819	1
NG_048831	1
NG_048838	1
NG_048845	1
NG_048848	1
NG_048849	1
NG_048850	1
NG_048851	1
NG_048853	1
NG_048854	1
NG_048856	1
NG_048857	1
NG_048858	1
NG_048861	1
NG_048865	1
NG_048877	1
NG_048887	1
NG_048888	1
NG_048897	1
NG_048898	1
NG_048899	1
NG_048904	1
NG_048910	1
NG_048911	1
NG_048912	1
NG_048914	1
NG_048915	1
NG_048916	1
NG_048918	1
NG_048920	1
NG_048921	1
NG_048922	1
NG_048926	1
NG_048929	1
NG_048932	1
NG_048934	1
NG_048955	1
NG_048956	1
NG_048968	1
NG_048980	1
NG_048982	1
NG_048983	1
NG_048986	1
NG_048987	1
NG_048988	1
NG_048990	1
NG_048993	1
NG_048996	1
NG_048997	1
NG_048998	1
NG_048999	1
NG_049001	1
NG_049002	1
NG_049003	1
NG_049004	1
NG_049010	1
NG_049013	1
NG_049017	1
NG_049018	1
NG_049021	1
NG_049023	1
NG_049024	1
NG_049032	1
NG_049040	1
NG_049043	1
NG_049047	1
NG_049057	1
NG_049070	1
NG_049071	1
NG_049074	1
NG_049075	1
NG_049099	1
NG_049101	1
NG_049102	1
NG_049104	1
NG_049105	1
NG_049107	1
NG_049108	1
NG_049109	1
NG_049117	1
NG_049118	1
NG_049119	1
NG_049121	1
NG_049123	1
NG_049137	1
NG_049138	1
NG_049139	1
NG_049168	1
NG_049173	1
NG_049174	1
NG_049182	1
NG_049189	1
NG_049202	1
NG_049217	1
NG_049218	1
NG_049222	1
NG_049223	1
NG_049240	1
NG_049242	1
NG_049244	1
NG_049246	1
NG_049247	1
NG_049248	1
NG_049256	1
NG_049263	1
NG_049267	1
NG_049282	1
NG_049293	1
NG_049305	1
NG_049306	1
NG_049311	1
NG_049315	1
NG_049326	1
NG_049329	1
NG_049330	1
NG_049331	1
NG_049335	1
NG_049338	1
NG_049339	1
NG_049340	1
NG_049341	1
NG_049343	1
NG_049373	1
NG_049393	1
NG_049428	1
NG_049464	1
NG_049465	1
NG_049466	1
NG_049467	1
NG_049468	1
NG_049469	1
NG_049470	1
NG_049471	1
NG_049482	1
NG_049496	1
NG_049502	1
NG_049507	1
NG_049539	1
NG_049540	1
NG_049542	1
NG_049551	1
NG_049577	1
NG_049605	1
NG_049735	1
NG_049776	1
NG_049814	1
NG_049827	1
NG_049977	1
NG_049982	1
NG_049994	1
NG_050004	1
NG_050006	1
NG_050007	1
NG_050059	1
NG_050069	1
NG_050073	1
NG_050074	1
NG_050075	1
NG_050081	1
NG_050093	1
NG_050094	1
NG_050105	1
NG_050120	1
NG_050121	1
NG_050122	1
NG_050123	1
NG_050147	1
NG_050162	1
NG_050171	1
NG_050172	1
NG_050176	1
NG_050179	1
NG_050182	1
NG_050183	1
NG_050184	1
NG_050185	1
NG_050190	1
NG_050193	1
NG_050201	1
NG_050206	1
NG_050208	1
NG_050214	1
NG_050221	1
NG_050223	1
NG_050224	1
NG_050236	1
NG_050238	1
NG_050243	1
NG_050258	1
NG_050259	1
NG_050260	1
NG_050262	1
NG_050263	1
NG_050265	1
NG_050276	1
NG_050278	1
NG_050280	1
NG_050283	1
NG_050284	1
NG_050295	1
NG_050296	1
NG_050297	1
NG_050298	1
NG_050299	1
NG_050302	1
NG_050303	1
NG_050305	1
NG_050311	1
NG_050312	1
NG_050351	1
NG_050355	1
NG_050402	1
NG_050403	1
NG_050404	1
NG_050407	1
NG_050409	1
NG_050410	1
NG_050416	1
NG_050417	1
NG_050459	1
NG_050460	1
NG_050461	1
NG_050462	1
NG_050463	1
NG_050467	1
NG_050468	1
NG_050469	1
NG_050470	1
NG_050471	1
NG_050480	1
NG_050482	1
NG_050483	1
NG_050484	1
NG_050485	1
NG_050486	1
NG_050488	1
NG_050489	1
NG_050492	1
NG_050493	1
NG_050503	1
NG_050515	1
NG_050516	1
NG_050518	1
NG_050523	1
NG_050540	1
NG_050541	1
NG_050542	1
NG_050543	1
NG_050544	1
NG_050546	1
NG_050547	1
NG_050548	1
NG_050549	1
NG_050555	1
NG_050559	1
NG_050590	1
NZ_CP015297	8
NZ_CP015303	8
NZ_CP015307	8
NZ_CP015299	8
NZ_CP015301	8
NZ_CP015777	170
NZ_CP015778	96
NZ_CP015295	8
NZ_CP015305	8
NZ_CP015879	400
NC_007414	98
NC_017319	291
NC_017320	6
NC_017329	5
NC_017321	5
NC_017330	2
NZ_CP007038	292
NZ_CP012732	28
NZ_CP012733	68
NZ_CP012734	70
NZ_CP012736	32
NZ_CP012141	281
NZ_CP012142	291
NZ_CP012143	53
NZ_CP012138	195
NZ_CP012139	102
NZ_CP014493	157
NZ_CP014494	87
NZ_CP014198	7
NZ_CP014199	113
NZ_CP014200	90
NZ_CP014350	165
NZ_CP014351	39
NZ_CP014792	53
NZ_CP014871	23
NZ_CP015331	32
NZ_CP015332	29
NZ_CP015333	44
NZ_CP015334	29
NZ_CP015335	6
NZ_CP015336	28
NZ_CP015337	7
NZ_CP015919	57
NZ_CP015920	13
NZ_CP015921	13
NZ_CP015967	38
NZ_CP015968	7
NZ_CP015969	17
NZ_CP015858	78
NZ_CP015859	95
NZ_CP015860	59
NZ_CP015861	34
NZ_CP015862	38
NZ_CP015484	119
NZ_CP015485	25
NZ_CP015486	16
NZ_CP013300	19
NZ_LT594096	10
NZ_CP013602	149
NZ_CP013603	316
NZ_CP013604	391
NZ_CP013605	448
NZ_CP013606	475
NZ_CP016024	357
NZ_CP016025	63
NZ_CP013496	301
NZ_CP013497	394
NZ_CP013498	471
NZ_CP013499	686
NZ_CP013491	301
NZ_CP013492	394
NZ_CP013493	470
NZ_CP013494	686
NZ_CP013512	149
NZ_CP013513	316
NZ_CP013514	394
NZ_CP013515	448
NZ_CP013516	475
NZ_CP013506	114
NZ_CP013507	301
NZ_CP013508	390
NZ_CP013509	471
NZ_CP013510	690
NZ_CP013518	301
NZ_CP013519	392
NZ_CP013520	470
NZ_CP013521	694
NZ_CP015881	1549
NZ_CP015882	1323
NZ_CP013581	337
NZ_CP013582	389
NZ_CP013583	383
NZ_CP013584	1001
NZ_CP015851	1457
NZ_CP013564	330
NZ_CP013565	399
NZ_CP013566	410
NZ_CP013567	1087
NZ_CP013501	301
NZ_CP013502	390
NZ_CP013503	470
NZ_CP013504	693
NZ_CP013543	341
NZ_CP013544	330
NZ_CP013545	382
NZ_CP013546	995
NZ_CP013538	330
NZ_CP013539	381
NZ_CP013540	389
NZ_CP013541	1045
NZ_CP013533	335
NZ_CP013534	382
NZ_CP013535	385
NZ_CP013536	909
NZ_CP013528	337
NZ_CP013529	388
NZ_CP013530	385
NZ_CP013531	1000
NZ_CP013558	100
NZ_CP013559	338
NZ_CP013560	368
NZ_CP013561	393
NZ_CP013562	1133
NZ_CP013575	120
NZ_CP013576	335
NZ_CP013577	385
NZ_CP013578	416
NZ_CP013579	1111
NZ_CP013548	335
NZ_CP013549	382
NZ_CP013550	367
NZ_CP013551	909
NZ_CP013586	337
NZ_CP013587	354
NZ_CP013588	371
NZ_CP013589	957
NZ_CP013631	296
NZ_CP013632	376
NZ_CP013633	397
NZ_CP013523	214
NZ_CP013634	479
NZ_CP013524	329
NZ_CP013525	372
NZ_CP013635	593
NZ_CP013526	1111
NZ_CP013553	329
NZ_CP013554	398
NZ_CP013555	408
NZ_CP013556	1085
NZ_CP013591	301
NZ_CP013592	392
NZ_CP013593	470
NZ_CP013594	691
NZ_CP013569	119
NZ_CP013570	335
NZ_CP013571	384
NZ_CP013572	409
NZ_CP013573	1115
NZ_CP013596	115
NZ_CP013597	302
NZ_CP013598	386
NZ_CP013599	470
NZ_CP013600	691
NZ_CP015867	441
NZ_CP012741	68
NZ_CP013644	292
NZ_CP013645	375
NZ_CP013646	361
NZ_CP013647	10
NZ_CP013648	485
NZ_CP013649	591
NZ_CP013637	292
NZ_CP013638	374
NZ_CP013639	363
NZ_CP013640	12
NZ_CP013641	486
NZ_CP013642	590
NZ_CP016080	439
NZ_CP016179	397
NZ_CP012874	48
NZ_CP012875	22
NZ_CP012876	23
NZ_CP012877	7
NZ_CP012878	6
NZ_CP012880	3
NZ_CP012891	28
NZ_CP012892	22
NZ_CP012893	5
NZ_CP012895	3
NZ_CP012896	2
NZ_CP011518	513
NZ_CP011519	128
NZ_CP011520	80
NZ_CP011521	39
NZ_CP016287	1191
NZ_CP016288	230
NZ_CP016289	586
NZ_CP016290	518
NZ_CP016291	254
NZ_CP016292	264
NZ_CP016293	239
NZ_CP015231	1180
NZ_CP015232	129
NZ_CP015233	120
NZ_CP015234	50
NZ_CP013715	85
NZ_CP013716	56
NZ_CP013717	13
NZ_CP013718	6
NZ_CP013719	4
NZ_LT222313	105
NZ_LT222314	74
NZ_LT222315	162
NZ_LT222316	73
NZ_LT222317	59
NZ_LT222318	15
NZ_CP013981	47
NZ_CP013982	50
NZ_CP013983	2
NZ_CP016206	10
NC_007608	164
NZ_CP015365	20
NZ_CP015366	97
NC_008230	3
NC_008382	154
NC_008383	139
NC_008379	311
NC_008381	464
NC_008384	638
NC_008378	786
NZ_LT598658	138
NZ_CP016309	147
NZ_CP016310	46
NZ_CP016311	19
NZ_CP014569	55
NZ_CP014570	33
NZ_CP016208	4
NZ_CP016209	1
NZ_CP015212	147
NZ_CP015213	109
NZ_CP015214	90
NZ_CP015215	104
NZ_CP015216	18
NZ_CP016381	155
NZ_CP015351	161
NZ_CP015352	154
NZ_CP015353	125
NZ_CP015354	108
NZ_CP015355	109
NZ_CP015356	97
NZ_CP015357	68
NZ_CP015358	53
NZ_CP015359	23
NZ_CP015360	16
NZ_CP015361	7
NZ_CP009112	755
NZ_CP009113	56
NZ_CP015319	92
NZ_CP015320	18
NZ_CP015321	9
NZ_CP015322	802
NZ_CP016336	6
NZ_CP016416	138
NZ_CP016417	6
NZ_CP016589	457
NZ_CP016590	247
NZ_CP016593	242
NZ_CP016560	575
NC_015407	2
NC_015670	55
NZ_CP007767	47
NZ_CP007768	3
NC_014257	5
NC_015710	128
NC_014718	612
NC_014723	159
NC_015165	54
NC_015168	19
NC_015166	8
NC_014818	177
NC_014819	144
NC_017558	41
NC_017589	1487
NC_015595	124
NC_016113	1609
NC_015582	52
NC_015579	170
NC_015583	998
NC_015314	185
NC_015313	10
NC_017543	312
NC_015693	78
NC_015704	90
NC_015694	64
NC_015705	41
NC_015695	32
NC_014549	53
NC_014548	11
NC_014310	1574
NC_003131	71
NC_003132	9
NC_003134	101
NC_018606	53
NC_020960	8
NC_020986	8
NZ_HG969193	17
NC_020947	8
NC_017669	19
NC_017670	2
NC_020988	8
NC_020984	8
NC_020957	8
NC_020551	8
NC_020987	8
NC_020979	8
NC_020961	8
NC_006873	49
NC_020513	8
NC_019392	8
NC_020946	8
NC_020963	8
NC_020980	8
NC_020951	8
NC_020952	8
NC_020985	8
NC_020955	8
NC_020981	8
NC_020948	8
NC_020958	8
NC_020989	8
NC_020983	8
NC_018141	157
NC_020057	63
NC_020956	8
NC_020953	8
NC_020962	8
NC_021976	196
NZ_HF677572	25
NC_021992	16
NC_021977	13
NC_021993	10
NC_021978	10
NC_021979	2
NZ_CP007123	5
NZ_CP007124	64
NZ_CP007125	66
NZ_CP007126	5
NC_023011	118
NC_023012	347
NC_016585	872
NC_016586	628
NC_016623	520
NC_016587	560
NC_016624	387
NC_016588	224
NZ_CP009619	481
NZ_CP009620	289
NC_020545	90
NC_020950	8
NC_005297	9
NC_020959	8
NC_019012	145
NZ_LN681226	137
NC_018682	224
NC_018683	1487
NC_018701	1508
NZ_HG813243	3
NZ_HG813244	12
NZ_HG813245	35
NZ_HG813246	42
NC_014628	588
NZ_HG916853	156
NZ_HG916854	733
NZ_HG916855	1809
NZ_LN614828	229
NZ_LN614829	13
NC_016813	19
NC_016836	60
NC_016814	143
NT_187146	8
NT_187147	263
NT_187148	221
NT_187149	52
NT_187150	6
NC_016815	1924
NZ_HG938354	1697
NC_019017	133
NC_019015	17
NC_019016	10
NC_005871	73
NZ_FO082821	322
NZ_FO082822	18
NC_022536	574
NC_011003	87
NZ_CP009218	48
NZ_CP009219	24
NC_020949	8
NC_019272	8
NZ_FO538766	32
NC_021913	305
NC_010160	18
NZ_HG938356	1511
NZ_HG938357	167
NC_000914	405
NC_012586	2328
NC_010394	22
NC_002127	3
NC_002252	3
NC_002253	7
NC_000958	131
NC_000959	39
NC_000948	41
NC_000949	39
NC_000950	40
NC_000951	40
NC_000952	44
NC_000953	40
NC_000954	32
NC_000955	10
NC_000956	50
NC_000957	6
NC_001849	14
NC_001850	9
NC_001851	16
NC_001852	29
NC_001853	19
NC_001854	19
NC_001855	28
NC_001856	28
NC_001857	54
NC_001903	24
NC_001904	11
NC_008502	20
NC_009496	18
NC_001988	176
NC_009620	1441
NC_009622	149
NC_001880	29
NC_003064	542
NC_003065	197
NC_003037	1290
NC_003078	1569
NC_003384	235
NC_003385	128
NC_006842	57
NC_011739	49
NC_011749	142
NC_012923	15
NC_005003	11
NC_005004	22
NC_005005	16
NC_005006	8
NC_005007	6
NC_005008	3
NC_004632	70
NC_004633	68
NC_004703	38
NC_004669	72
NC_004670	18
NC_004671	62
NC_014918	394
NC_003903	351
NC_003904	34
NC_004851	262
NC_016838	141
NC_016839	152
NC_016840	4
NC_016841	1
NC_016846	160
NC_017659	153
NC_018659	94
NC_018660	1
NC_018666	80
NC_004349	149
NC_006297	47
NC_006462	251
NC_006463	14
NC_006529	27
NC_006530	47
NC_007930	222
NC_004721	21
NC_004943	2
NC_004704	30
NC_007607	223
NC_009344	8
NC_007641	50
NC_007678	32
NZ_LN554853	6
NZ_LN554854	3
NG_047246	1
NG_047248	1
NG_047285	1
NG_047326	1
NG_047353	1
NG_047372	1
NG_047388	1
NG_047442	1
NG_047443	1
NG_047463	1
NG_047470	1
NG_047726	1
NG_047745	1
NG_047795	1
NG_047796	1
NG_047808	1
NG_047838	1
NG_047848	1
NG_047991	1
NG_047995	1
NG_047997	1
NG_048036	1
NG_048104	1
NG_048156	1
NG_048162	1
NG_048196	1
NG_048309	1
NG_048562	1
NG_049352	1
NG_049417	1
NG_049683	1
NG_050145	1
NG_050148	1
NG_050212	1
NG_050218	1
NG_050948	1
NG_051170	1
NG_051171	1
NG_051319	1
NZ_CP014908	17
NZ_CP014909	2
NZ_CP014910	7
NZ_CP014911	16
NZ_CP014937	44
NZ_CP014938	32
NZ_CP014939	36
NZ_CP014934	44
NZ_CP014935	33
NZ_CP010885	114
NZ_CP010886	80
NZ_CP010887	8
NZ_CP014913	65
NZ_CP014914	36
NZ_CP015530	180
NZ_CP014916	49
NZ_CP014917	32
NZ_CP014918	33
NZ_CP014919	23
NZ_CP014920	14
NZ_CP014921	13
NZ_CP014922	14
NZ_CP014923	19
NZ_CP014925	50
NZ_CP014926	49
NZ_CP014927	46
NZ_CP014928	45
NZ_CP014929	33
NZ_CP014930	28
NZ_CP014931	25
NZ_CP014932	54
NZ_CP016834	35
NZ_CP016835	30
NZ_CP016820	221
NZ_CP016821	160
NZ_CP016822	85
NZ_CP011517	23
NZ_CP016785	11
NZ_CP014597	302
NZ_CP014598	235
NZ_CP014599	252
NZ_CP014600	184
NZ_CP014601	38
NZ_CP014526	49
NZ_CP014527	252
NZ_CP003562	72
NZ_CP014514	203
NZ_CP014515	140
NZ_CP014516	61
NZ_CP015439	255
NZ_CP015440	61
NZ_CP015437	73
NZ_CP014964	130
NZ_CP007513	454
NC_016594	1538
NC_016618	762
NC_016595	705
NC_016596	593
NC_016619	146
NC_016597	109
NZ_CP014640	8
NZ_CP014519	71
NZ_CP015988	248
NZ_CP015989	200
NZ_CP005085	457
NZ_CP005086	184
NZ_CP005087	89
NZ_CP005088	82
NZ_CP005089	71
NZ_CP005090	36
NZ_CP005091	12
NZ_CP005092	10
NZ_CP005093	7
NZ_CP016283	110
NZ_CP016284	58
NZ_CP014302	8
NZ_CP016173	114
NZ_CP015200	16
NZ_CP015201	9
NZ_CP014807	13
NZ_CP012662	81
NZ_CP012663	25
NZ_CP012664	152
NC_022778	70
NC_010813	26
NZ_CP015197	7
NZ_CP015198	8
NZ_CP014772	6
NZ_CP011515	213
NZ_CP015111	334
NZ_CP015112	13
NZ_CP007238	113
NZ_CP007239	1475
NZ_CP015595	277
NZ_AP017296	407
NZ_AP017297	65
NZ_CP015006	475
NZ_CP015007	409
NZ_CP015008	126
NZ_CP015009	127
NZ_CP015597	249
NZ_CP012534	35
NZ_CP012535	18
NZ_CP012536	11
NZ_CP012537	10
NZ_CP012538	6
NZ_CP012539	6
NZ_CP012540	6
NZ_CP010970	22
NZ_CP010971	90
NZ_CP010972	33
NZ_CP012530	23
NZ_CP012531	15
NZ_CP012532	13
NZ_CP011274	77
NZ_CP011275	61
NZ_CP011276	52
NZ_CP011277	17
NZ_LN997849	175
NZ_CP016831	35
NZ_CP016832	31
NC_013505	25
NC_012552	2
NC_019953	5
NC_016108	112
NC_018751	5
NZ_CP011111	12
NC_018653	50
NC_007504	2
NC_007505	22
NC_007506	48
NC_007507	177
NC_011603	125
NC_011602	5
NC_022539	49
NC_022540	23
NC_022542	41
NZ_CP016599	21
NZ_CP016600	12
NZ_CP016601	11
NZ_LT599050	5
NZ_LT599051	8
NZ_LT599052	45
NZ_LT599053	72
NZ_HG917973	97
NZ_CP013750	103
NZ_CP013751	75
NZ_CP013752	62
NZ_LN774770	64
NZ_LN774771	61
NC_020921	30
NC_006823	234
NC_006824	207
NZ_LN554848	97
NZ_LN554849	18
NZ_LN554850	9
NZ_LN554851	3
NZ_CP013754	112
NZ_CP013755	79
NZ_CP013756	53
NZ_CP016641	123
NZ_CP016642	23
NZ_CP016643	27
NC_011311	75
NC_011314	32
NC_011315	3
NC_011316	3
NZ_CP016441	66
NC_019677	81
NC_019685	8
NC_019727	58
NC_019728	48
NC_019752	43
NZ_CP016558	45
NZ_CP015640	68
NZ_CP016905	1626
NZ_CP015993	20
NZ_CP016938	106
NZ_CP015203	680
NZ_CP015204	103
NZ_CP015205	71
NZ_CP016453	793
NZ_CP016454	49
NZ_CP016455	64
NZ_CP016457	132
NZ_CP016451	248
NZ_CP016452	2042
NZ_CP016500	303
NZ_CP016458	143
NZ_CP016459	40
NZ_CP016461	29
NZ_CP016462	174
NZ_CP016463	682
NC_006578	80
NC_002128	85
NC_008791	71
NC_009007	87
NC_007488	103
NC_007489	82
NC_007490	94
NC_009008	29
NC_009621	1094
NC_014107	274
NC_014108	124
NC_016847	5
NC_018830	15
NC_005863	156
NC_006377	43
NC_006375	3
NC_006376	4
NZ_CP008811	41
NZ_CP008812	34
NZ_CP014624	52
NZ_CP014625	34
NZ_CP014626	38
NZ_CP014627	21
NZ_CP014628	29
NZ_CP014629	14
NZ_CP014630	12
NZ_CP014631	48
NZ_CP014632	23
NZ_CP014633	23
NZ_CP009044	107
NZ_CP008809	31
NZ_CP016631	12
NZ_CP016630	45
NG_047245	1
NG_047432	1
NG_047597	1
NG_049126	1
NG_049266	1
NG_050281	1
NG_051167	1
NZ_CP017030	52
NZ_CP017043	70
NZ_CP017041	91
NZ_CP017081	86
NZ_CP009849	76
NZ_CP007006	110
NZ_CP009216	67
NZ_CP014169	300
NZ_CP013454	125
NZ_CP013462	15
NZ_CP013415	270
NZ_CP013436	51
NZ_CP013379	95
NZ_CP013412	137
NZ_CP013369	205
NZ_CP017021	19
NZ_CP017022	38
NZ_CP017023	54
NZ_CP012494	111
NZ_CP012495	58
NZ_CP012496	46
NZ_CP017026	189
NZ_CP017027	4
NZ_CP017028	2
NZ_CP017108	260
NZ_CP017109	35
NZ_CP017110	24
NG_048181	1
NG_049015	1
NG_051436	1
NG_051437	1
NG_051497	1
NC_030902	68
NC_030907	28
NC_030939	68
NZ_CP016421	8
NC_030916	84
NC_030935	26
NZ_CP016423	8
NZ_CP016425	8
NZ_CP016427	8
NZ_CP014308	716
NZ_CP014309	713
NZ_CP014310	574
NZ_CP014311	180
NZ_CP014312	48
NC_013964	368
NC_013965	5
NC_013966	568
NC_013968	67
NC_013923	320
NC_013924	218
NC_013925	88
NZ_CP017254	6
NZ_CP017255	66
NZ_CP017256	154
NZ_CP007000	114
NZ_CP007001	35
NZ_CP007002	5
NZ_CP017148	319
NZ_CP012180	86
NZ_CP011973	86
NZ_CP017076	1441
NZ_CP017077	890
NZ_CP017078	338
NZ_CP017079	86
NC_009795	29
NC_009796	23
NZ_CP010428	3
NZ_CP015223	7
NZ_CP014874	35
NZ_CP014875	28
NZ_CP014876	10
NZ_CP014877	69
NZ_CP014878	27
NZ_CP014879	10
NZ_CP014880	7
NZ_CP014891	54
NZ_CP014892	55
NZ_CP014893	57
NZ_CP014894	31
NZ_CP014895	32
NZ_CP014896	13
NZ_CP014897	14
NZ_CP014898	5
NZ_AP010873	8
NZ_CP014882	20
NZ_CP014883	17
NZ_CP014884	72
NZ_CP014885	60
NZ_CP014886	32
NZ_CP014887	25
NZ_CP014888	22
NZ_CP014889	24
NZ_CP014900	35
NZ_CP014901	28
NZ_CP014902	10
NZ_CP014903	70
NZ_CP014904	27
NZ_CP014905	10
NZ_CP014906	7
NC_017194	5
NC_021289	1157
NC_021295	262
NZ_CP015733	167
NZ_CP015734	163
NZ_CP015735	49
NC_023024	103
NC_023025	53
NZ_CP013817	66
NZ_CP013818	43
NZ_CP013819	52
NZ_CP013820	227
NZ_CP014530	220
NZ_CP014531	39
NZ_CP014532	9
NZ_CP014533	24
NZ_CP014534	58
NZ_CP014535	69
NZ_CP015221	136
NZ_CP017280	76
NZ_CP017270	25
NZ_CP015948	71
NZ_CP015952	73
NZ_CP015957	50
NZ_CP015940	54
NZ_CP015942	35
NZ_CP015943	74
NZ_CP017449	161
NC_028464	47
NZ_CP005852	2
NZ_CP005853	2
NZ_CP005854	3
NZ_CP005855	1
NZ_CP005856	1
NZ_CP005857	2
NZ_CP005858	1
NZ_CP005859	1
NZ_CP005860	2
NZ_CP005861	4
NZ_CP005862	2
NZ_CP005863	4
NZ_CP005864	2
NZ_CP005865	3
NZ_CP005866	1
NZ_CP005867	4
NZ_CP005868	6
NZ_CP005869	4
NZ_CP005870	3
NZ_CP005871	2
NZ_CP005872	2
NZ_CP005873	2
NZ_CP005874	1
NZ_CP005875	1
NZ_CP005876	12
NZ_CP005877	2
NZ_CP005878	3
NZ_CP005879	18
NZ_CP005880	5
NZ_CP005881	3
NZ_CP005882	1
NZ_CP005883	2
NZ_CP005884	5
NZ_CP005885	1
NZ_CP005886	3
NZ_CP005887	2
NZ_CP005888	2
NZ_CP005889	2
NZ_CP005890	5
NZ_CP005891	1
NZ_CP005892	1
NZ_CP005893	3
NZ_CP005894	1
NZ_CP005895	2
NZ_CP005896	2
NZ_CP005897	1
NZ_CP005898	3
NZ_CP005899	1
NZ_CP005900	2
NZ_CP005901	3
NZ_CP005902	2
NZ_CP005903	2
NZ_CP005904	2
NZ_CP005905	2
NZ_CP005906	2
NZ_CP005907	2
NZ_CP005908	1
NZ_CP005909	1
NZ_CP005910	2
NZ_CP005911	2
NZ_CP005912	2
NZ_CP005913	2
NZ_CP005914	3
NZ_CP005915	1
NZ_CP005916	2
NZ_CP005917	1
NZ_CP005918	2
NZ_CP005919	1
NZ_CP005920	1
NZ_CP005921	1
NZ_CP005922	0
NZ_CP005923	2
NZ_CP005924	1
NZ_CP016031	138
NZ_CP016085	30
NZ_CP004218	73
NZ_CP004219	10
NZ_CP004220	17
NZ_CP004221	13
NZ_CP004222	16
NZ_CP004223	22
NZ_CP004224	39
NZ_CP004225	2
NZ_CP004226	1
NZ_CP004227	9
NZ_CP004228	24
NZ_CP004229	10
NZ_CP004230	14
NZ_CP004231	20
NZ_CP004232	6
NZ_CP004233	21
NZ_CP004234	11
NZ_CP004235	26
NZ_CP004236	4
NZ_CP004237	3
NZ_CP004238	14
NZ_CP004239	9
NZ_CP004240	12
NZ_CP004241	12
NZ_CP004242	3
NZ_CP004243	9
NZ_CP004244	10
NZ_CP004245	11
NZ_CP004246	5
NZ_CP004247	15
NZ_CP004248	4
NZ_CP004249	2
NZ_CP004250	10
NZ_CP004251	11
NZ_CP004252	4
NZ_CP004253	7
NZ_CP004254	7
NZ_CP004255	2
NZ_CP004256	7
NZ_CP004257	3
NZ_CP004258	6
NZ_CP004259	3
NZ_CP004260	1
NZ_CP004261	2
NZ_CP004262	3
NZ_CP004263	3
NZ_CP004264	4
NZ_CP004265	1
NZ_CP004266	3
NC_011564	46
NC_011561	40
NC_011562	36
NC_011563	4
NC_010802	149
NC_016792	234
NC_016772	67
NC_016773	8
NC_016793	6
NC_016774	2
NC_017020	34
NC_017029	18
NC_017021	36
NC_012520	546
NC_012521	211
NC_012523	98
NC_006969	7
NC_006970	0
NC_003425	6
NC_003042	55
NZ_LN999834	5
NZ_LN999836	2
NZ_LN999837	5
NC_020820	39
NC_020821	31
NC_017762	31
NC_020826	29
NC_020822	26
NC_020823	27
NC_020827	15
NC_020824	11
NC_020828	11
NC_020825	9
NC_022879	178
NC_022883	84
NC_022880	37
NC_022884	21
NC_022881	2
NC_016037	235
NC_016021	82
NC_016028	36
NC_016022	5
NC_016029	5
NC_016900	5
NC_016030	2
NZ_CP012421	18
NZ_CP012422	36
NC_012797	63
NC_012795	3
NZ_AP012545	32
NZ_AP012546	2
NC_005229	124
NC_005230	99
NC_005231	48
NC_005232	102
NC_020556	2
NC_015974	147
NC_020548	643
NZ_CP016623	81
NZ_CP016624	55
NZ_AP012542	12
NZ_AP012543	9
NZ_AP013064	53
NZ_AP013065	57
NC_017076	110
NC_017069	80
NC_017070	28
NC_017077	16
NC_017071	5
NC_017072	3
NC_017078	250
NC_017073	86
NC_017074	41
NC_018069	12
NC_022358	91
NC_017533	277
NC_002682	221
NC_002679	327
NZ_AP012556	138
NC_021506	193
NC_006509	45
NC_007900	8
NC_015053	5
NC_015066	3
NC_004719	89
NC_010371	185
NC_011836	69
NC_005128	54
NZ_AP012274	12
NZ_AP012275	17
NC_009343	67
NC_007351	40
NC_007352	21
NC_017193	2
NC_011995	16
NC_011996	84
NC_011997	2
NC_011998	3
NC_012000	5
NC_012001	5
NC_012002	5
NC_012003	3
NZ_AP011953	14
NC_016046	61
NC_014007	200
NC_014005	38
NC_014009	7
NC_007713	99
NC_007714	32
NC_007715	12
NC_006362	169
NC_006363	89
NC_017130	180
NC_017131	173
NC_017147	59
NC_017132	4
NC_017148	3
NC_017133	1
NC_018265	150
NC_017143	181
NC_017122	173
NC_017110	59
NC_017123	4
NC_017144	3
NC_017124	1
NC_017136	180
NC_017113	173
NC_017114	59
NC_017115	4
NC_017116	3
NC_017137	1
NC_003240	186
NC_003267	84
NC_003273	65
NC_003270	33
NC_003241	8
NC_003276	374
NC_013210	182
NC_013211	173
NC_013212	59
NC_013213	4
NC_013214	3
NC_013215	1
NC_017101	181
NC_017118	173
NC_017119	59
NC_017142	4
NC_017120	3
NC_017109	1
NC_017134	182
NC_017149	173
NC_017135	59
NC_017102	4
NC_017103	3
NC_017112	1
NC_017104	182
NC_017105	173
