	locus	Genus	Species	environment	character	IS26	length	CDS	gene counts	Gene_proportion
7304	NC_005813	Yersinia	pestis		mosaic		70159.0	106.0	22.0	0.20754716981132076
7305	NC_005814	Yersinia	pestis		static		21742.0	29.0	0.0	0.0
7306	NC_005815	Yersinia	pestis		mosaic		106642.0	128.0	13.0	0.1015625
7307	NC_005816	Yersinia	pestis		mosaic		9609.0	13.0	2.0	0.15384615384615385
7308	NZ_CP015380	Hafnia	alvei		static		87576.0	70.0	2.0	0.02857142857142857
7309	NZ_CP017187	Enterobacter	cloacae		static		131604.0	148.0	2.0	0.013513513513513514
7310	NZ_CP014303	Hymenobacter	sp.		static		89596.0	78.0	1.0	0.01282051282051282
7311	NZ_LT607757	Methanobacterium	congolense		static		18118.0	22.0	0.0	0.0
7312	NZ_CP018075	Streptomyces	venezuelae		static		158122.0	174.0	8.0	0.04597701149425287
7313	NZ_CP018144	Acinetobacter	baumannii		mosaic		77513.0	98.0	2.0	0.02040816326530612
7314	NZ_CP016274	Yersinia	pestis		mosaic		70304.0	107.0	23.0	0.21495327102803738
7315	NZ_CP016275	Yersinia	pestis		mosaic		96210.0	115.0	11.0	0.09565217391304348
7316	NZ_CP016276	Yersinia	pestis		mosaic		9612.0	13.0	2.0	0.15384615384615385
7317	NZ_CP018096	Chelatococcus	daeguensis		static		534877.0	490.0	4.0	0.00816326530612245
7318	NC_021492	Enterobacter	sp.		mosaic		116007.0	128.0	10.0	0.078125
7321	NZ_CP016480	Synechococcus	sp.		static		25572.0	32.0	0.0	0.0
7322	NZ_CP016481	Synechococcus	sp.		static		41976.0	39.0	2.0	0.05128205128205128
7323	NZ_CP016482	Synechococcus	sp.		static		264782.0	247.0	13.0	0.05263157894736842
7324	NC_019699	Chroococcidiopsis	thermalis		static		370830.0	354.0	17.0	0.0480225988700565
7326	NZ_CP013914	Serratia	fonticola		static		131551.0	144.0	9.0	0.0625
7327	NZ_CP013915	Serratia	fonticola		static		93737.0	105.0	2.0	0.01904761904761905
7328	NZ_CP012852	Persicobacter	sp.		mosaic		1575724.0	1043.0	60.0	0.05752636625119847
7329	NZ_CP012853	Persicobacter	sp.		static		60014.0	64.0	5.0	0.078125
7330	NZ_CP012854	Persicobacter	sp.		static		48789.0	46.0	4.0	0.08695652173913043
7331	NZ_CP012855	Persicobacter	sp.		mosaic		48504.0	58.0	1.0	0.017241379310344827
7332	NZ_CP012856	Persicobacter	sp.		static		47579.0	39.0	1.0	0.02564102564102564
7333	NZ_CP012857	Persicobacter	sp.		static		40338.0	31.0	1.0	0.03225806451612903
7334	NZ_CP012858	Persicobacter	sp.		mosaic		39667.0	38.0	2.0	0.05263157894736842
7335	NZ_CP012859	Persicobacter	sp.		static		30222.0	11.0	0.0	0.0
7336	NZ_CP012860	Persicobacter	sp.		mosaic		858818.0	649.0	33.0	0.05084745762711865
7337	NZ_CP012861	Persicobacter	sp.		mosaic		631941.0	416.0	32.0	0.07692307692307693
7338	NZ_CP012862	Persicobacter	sp.		mosaic		395438.0	231.0	11.0	0.047619047619047616
7339	NZ_CP012863	Persicobacter	sp.		mosaic		357561.0	205.0	16.0	0.07804878048780488
7340	NZ_CP012864	Persicobacter	sp.		static		110330.0	111.0	8.0	0.07207207207207207
7341	NZ_CP012865	Persicobacter	sp.		mosaic		81453.0	69.0	7.0	0.10144927536231885
7342	NZ_CP012866	Persicobacter	sp.		static		81255.0	52.0	0.0	0.0
7343	NZ_CP012867	Persicobacter	sp.		mosaic		67516.0	67.0	4.0	0.05970149253731343
7344	NZ_CP016475	Synechococcus	sp.		static		34738.0	36.0	0.0	0.0
7345	NZ_CP016476	Synechococcus	sp.		static		253256.0	227.0	2.0	0.00881057268722467
7347	NZ_CP016485	Synechococcus	sp.		static		13153.0	19.0	0.0	0.0
7348	NZ_CP016486	Synechococcus	sp.		mosaic		15538.0	19.0	2.0	0.10526315789473684
7349	NZ_CP016487	Synechococcus	sp.		static		18454.0	19.0	0.0	0.0
7350	NZ_CP016488	Synechococcus	sp.		static		27205.0	35.0	1.0	0.02857142857142857
7351	NZ_CP016489	Synechococcus	sp.		mosaic		165618.0	148.0	6.0	0.04054054054054054
7352	NZ_CP016934	Yersinia	enterocolitica		mosaic		100790.0	99.0	5.0	0.050505050505050504
7353	NZ_CP016936	Yersinia	enterocolitica		mosaic		88902.0	129.0	9.0	0.06976744186046512
7354	NZ_CP016942	Yersinia	enterocolitica		static		100788.0	98.0	5.0	0.05102040816326531
7355	NZ_CP016943	Yersinia	enterocolitica		mosaic		73026.0	103.0	7.0	0.06796116504854369
7356	NZ_CP009457	Yersinia	enterocolitica		mosaic		101782.0	105.0	7.0	0.06666666666666667
7357	NZ_CP016946	Yersinia	enterocolitica		mosaic		73029.0	103.0	7.0	0.06796116504854369
7358	NZ_CP016947	Yersinia	enterocolitica		mosaic		100794.0	97.0	5.0	0.05154639175257732
7359	NZ_CP018064	Rhodococcus	sp.		static		365084.0	335.0	36.0	0.10746268656716418
7360	NZ_CP009992	Yersinia	pestis		mosaic		9670.0	13.0	0.0	0.0
7361	NZ_CP009993	Yersinia	pestis		mosaic		35044.0	38.0	1.0	0.02631578947368421
7362	NZ_CP009994	Yersinia	pestis		mosaic		36084.0	44.0	1.0	0.022727272727272728
7363	NZ_CP009995	Yersinia	pestis		mosaic		77073.0	113.0	24.0	0.21238938053097345
7364	NZ_CP013198	Spiroplasma	citri		static		26182.0	32.0	1.0	0.03125
7365	NZ_CP013199	Spiroplasma	citri		static		14987.0	17.0	1.0	0.058823529411764705
7366	NZ_CP016890	Pantoea	agglomerans		mosaic		543504.0	530.0	7.0	0.013207547169811321
7367	NZ_CP016891	Pantoea	agglomerans		mosaic		216117.0	231.0	17.0	0.0735930735930736
7368	NZ_CP016892	Pantoea	agglomerans		static		173592.0	156.0	2.0	0.01282051282051282
7369	NZ_CP014612	Leuconostoc	mesenteroides		static		46169.0	51.0	6.0	0.11764705882352941
7370	NZ_CP014613	Leuconostoc	mesenteroides		static		24244.0	27.0	3.0	0.1111111111111111
7371	NZ_CP014614	Leuconostoc	mesenteroides		static		20026.0	20.0	0.0	0.0
7372	NZ_CP014769	Hymenobacter	sp.		static		199990.0	197.0	19.0	0.09644670050761421
7373	NZ_CP014770	Hymenobacter	sp.		static		6421.0	10.0	0.0	0.0
7374	NZ_CP018025	Alteromonas	mediterranea		mosaic		603655.0	612.0	4.0	0.006535947712418301
7375	NZ_CP017185	Enterobacter	cloacae		static		151583.0	161.0	19.0	0.11801242236024845
7376	NZ_CP018028	Alteromonas	mediterranea		mosaic		610127.0	619.0	4.0	0.006462035541195477
7377	NZ_CP018030	Alteromonas	mediterranea		static		302350.0	360.0	1.0	0.002777777777777778
7378	NZ_CP018077	Sulfitobacter	sp.		static		185176.0	171.0	0.0	0.0
7379	NZ_CP018078	Sulfitobacter	sp.		mosaic		95272.0	107.0	7.0	0.06542056074766354
7380	NZ_CP018079	Sulfitobacter	sp.		static		15811.0	15.0	0.0	0.0
7381	NZ_CP018080	Sulfitobacter	sp.		static		205668.0	182.0	3.0	0.016483516483516484
7382	NZ_CP018081	Sulfitobacter	sp.		mosaic		348874.0	338.0	17.0	0.05029585798816568
7383	NZ_CP018066	Enterococcus	faecium		mosaic		230049.0	276.0	44.0	0.15942028985507245
7384	NZ_CP018067	Enterococcus	faecium		mosaic		29012.0	32.0	4.0	0.125
7385	NZ_CP018068	Enterococcus	faecium		mosaic		13112.0	16.0	4.0	0.25
7387	NZ_CP011540	[Enterobacter]	aerogenes		mosaic		174066.0	224.0	14.0	0.0625
7388	NZ_CP017058	Citrobacter	freundii		mosaic		229406.0	291.0	33.0	0.1134020618556701
7389	NZ_CP017059	Citrobacter	freundii		mosaic		171233.0	219.0	45.0	0.2054794520547945
7390	NZ_CP017182	Enterobacter	kobei		static		47221.0	50.0	6.0	0.12
7391	NZ_CP013238	Clostridium	butyricum		static		820516.0	742.0	15.0	0.02021563342318059
7393	NZ_CP012556	Raoultella	ornithinolytica		static		216710.0	233.0	1.0	0.004291845493562232
7394	NZ_CP012557	Raoultella	ornithinolytica		static		52336.0	57.0	0.0	0.0
7396	NC_020918	Erwinia	amylovora		static		28250.0	31.0	2.0	0.06451612903225806
7397	NC_022092	Geobacillus	genomosp.		static		39678.0	42.0	1.0	0.023809523809523808
7398	NC_009141	Yersinia	pestis		mosaic		182913.0	239.0	19.0	0.0794979079497908
7399	NC_003277	Salmonella	enterica		mosaic		93933.0	102.0	5.0	0.049019607843137254
7400	NC_032098	Enterobacter	cloacae		mosaic		15668.0	10.0	5.0	0.5
7401	NC_032103	Klebsiella	pneumoniae		mosaic		105008.0	121.0	10.0	0.08264462809917356
7402	NC_032100	Escherichia	coli		mosaic		93112.0	108.0	8.0	0.07407407407407407
7403	NC_032101	Enterobacter	cloacae		mosaic		58120.0	47.0	5.0	0.10638297872340426
7404	NC_032102	Enterobacter	cloacae		static		108462.0	86.0	0.0	0.0
7405	NC_032099	Shigella	dysenteriae		mosaic		121262.0	156.0	19.0	0.12179487179487179
7406	NZ_CP012574	Clavibacter	michiganensis		static		39868.0	45.0	1.0	0.022222222222222223
7407	NZ_CP012575	Clavibacter	michiganensis		static		145549.0	140.0	3.0	0.02142857142857143
7408	NZ_CP012886	Mycobacterium	chimaera		mosaic		437571.0	474.0	22.0	0.046413502109704644
7409	NZ_CP012887	Mycobacterium	chimaera		mosaic		25131.0	26.0	1.0	0.038461538461538464
7410	NZ_CP012888	Mycobacterium	chimaera		mosaic		14512.0	19.0	1.0	0.05263157894736842
7411	NZ_CP015456	Pelobacter	acetylenicus		static		13697.0	20.0	0.0	0.0
7412	NZ_CP017055	Providencia	stuartii		mosaic		195378.0	247.0	9.0	0.03643724696356275
7413	NZ_CP017056	Providencia	stuartii		mosaic		38206.0	52.0	1.0	0.019230769230769232
7414	NZ_CP016365	Phaeobacter	sp.		mosaic		218458.0	194.0	3.0	0.015463917525773196
7415	NZ_CP016366	Phaeobacter	sp.		mosaic		126697.0	135.0	3.0	0.022222222222222223
7416	NZ_CP016367	Phaeobacter	sp.		static		84850.0	82.0	1.0	0.012195121951219513
7417	NZ_CP016368	Phaeobacter	sp.		mosaic		70805.0	50.0	0.0	0.0
7418	NZ_CP016369	Phaeobacter	sp.		static		52819.0	40.0	1.0	0.025
7419	NZ_CP016021	Bacillus	weihaiensis		static		16403.0	21.0	0.0	0.0
7420	NZ_CP018185	Bacillus	subtilis		mosaic		74165.0	98.0	0.0	0.0
7421	NZ_CP013052	Sinorhizobium	americanum		static		405481.0	378.0	11.0	0.0291005291005291
7422	NZ_CP013053	Sinorhizobium	americanum		static		547106.0	502.0	20.0	0.0398406374501992
7423	NZ_CP013054	Sinorhizobium	americanum		mosaic		2249899.0	2105.0	22.0	0.010451306413301662
7424	NZ_CP018222	Sphingomonas	sp.		mosaic		99370.0	111.0	3.0	0.02702702702702703
7425	NZ_CP018223	Sphingomonas	sp.		mosaic		61559.0	81.0	10.0	0.12345679012345678
7426	NZ_CP018224	Sphingomonas	sp.		mosaic		63065.0	65.0	3.0	0.046153846153846156
7427	NZ_CP018225	Sphingomonas	sp.		mosaic		182640.0	196.0	6.0	0.030612244897959183
7428	NZ_CP018172	Mesorhizobium	sp.		static		166078.0	185.0	12.0	0.06486486486486487
7429	NZ_CP015248	Leuconostoc	mesenteroides		static		21983.0	25.0	2.0	0.08
7430	NZ_CP010898	Pandoraea	vervacti		mosaic		100282.0	101.0	15.0	0.1485148514851485
7431	NZ_CP013482	Pandoraea	apista		static		77293.0	98.0	1.0	0.01020408163265306
7432	NZ_CP015116	Ralstonia	solanacearum		mosaic		2093441.0	1691.0	34.0	0.020106445890005913
7433	NZ_CP018229	Rhizobium	leguminosarum		mosaic		1331126.0	1261.0	57.0	0.04520222045995242
7434	NZ_CP018230	Rhizobium	leguminosarum		mosaic		517692.0	489.0	10.0	0.02044989775051125
7435	NZ_CP018231	Rhizobium	leguminosarum		mosaic		339300.0	359.0	52.0	0.14484679665738162
7436	NZ_CP018232	Rhizobium	leguminosarum		static		278328.0	269.0	0.0	0.0
7437	NZ_CP018233	Rhizobium	leguminosarum		mosaic		255060.0	229.0	5.0	0.021834061135371178
7438	NZ_CP018234	Rhizobium	leguminosarum		mosaic		236058.0	253.0	55.0	0.21739130434782608
7439	NZ_CP018235	Rhizobium	leguminosarum		mosaic		227762.0	239.0	26.0	0.1087866108786611
7440	NZ_CP018236	Rhizobium	leguminosarum		mosaic		142112.0	130.0	6.0	0.046153846153846156
7441	NZ_CP013108	Sinorhizobium	americanum		mosaic		222756.0	227.0	15.0	0.06607929515418502
7442	NZ_CP013109	Sinorhizobium	americanum		mosaic		586526.0	532.0	24.0	0.045112781954887216
7443	NZ_CP013110	Sinorhizobium	americanum		mosaic		2177502.0	1979.0	29.0	0.014653865588681153
7444	NZ_CP018070	Enterococcus	faecium		mosaic		78626.0	95.0	8.0	0.08421052631578947
7445	NZ_CP018072	Enterococcus	faecium		mosaic		59226.0	77.0	15.0	0.19480519480519481
7446	NZ_CP018073	Enterococcus	faecium		mosaic		170854.0	209.0	56.0	0.2679425837320574
7447	NZ_CP018198	Bacillus	safensis		static		36690.0	38.0	0.0	0.0
7448	NZ_CP018257	Acinetobacter	baumannii		mosaic		110964.0	122.0	2.0	0.01639344262295082
7449	NZ_CP018255	Acinetobacter	baumannii		mosaic		17583.0	25.0	4.0	0.16
7450	NZ_CP013071	Sphingobium	indicum		mosaic		139218.0	123.0	8.0	0.06504065040650407
7451	NZ_CP013072	Sphingobium	indicum		mosaic		108430.0	94.0	1.0	0.010638297872340425
7452	NZ_CP013073	Sphingobium	indicum		mosaic		43761.0	46.0	4.0	0.08695652173913043
7453	NZ_CP016917	Parageobacillus	thermoglucosidans		static		83925.0	84.0	6.0	0.07142857142857142
7454	NZ_CP016918	Parageobacillus	thermoglucosidans		mosaic		47892.0	56.0	2.0	0.03571428571428571
7455	NZ_CP018336	Clostridium	kluyveri		static		58581.0	75.0	1.0	0.013333333333333334
7456	NZ_CP017764	Bacillus	subtilis		mosaic		64604.0	82.0	0.0	0.0
7457	NZ_CP017765	Bacillus	subtilis		static		17447.0	15.0	3.0	0.2
7458	NZ_CP018422	Acinetobacter	baumannii		mosaic		69069.0	87.0	0.0	0.0
7459	NZ_CP018048	Pseudomonas	aeruginosa		static		317349.0	375.0	0.0	0.0
7460	NZ_CP009979	Bacillus	anthracis		mosaic		94831.0	108.0	1.0	0.009259259259259259
7461	NZ_CP009980	Bacillus	anthracis		mosaic		181674.0	186.0	13.0	0.06989247311827956
7462	NZ_CP008850	Acinetobacter	baumannii		mosaic		8737.0	10.0	0.0	0.0
7463	NZ_CP008851	Acinetobacter	baumannii		mosaic		74749.0	103.0	3.0	0.02912621359223301
7464	NC_007762	Rhizobium	etli		mosaic		194229.0	205.0	30.0	0.14634146341463414
7465	NC_007763	Rhizobium	etli		static		184338.0	173.0	4.0	0.023121387283236993
7466	NC_007764	Rhizobium	etli		static		250948.0	247.0	2.0	0.008097165991902834
7467	NC_007765	Rhizobium	etli		static		505334.0	487.0	1.0	0.002053388090349076
7468	NC_007766	Rhizobium	etli		static		642517.0	625.0	2.0	0.0032
7469	NC_004041	Rhizobium	etli		mosaic		371254.0	405.0	41.0	0.10123456790123457
7470	NZ_CP011362	Salimicrobium	jeotgali		static		52672.0	52.0	5.0	0.09615384615384616
7471	NZ_CP011363	Salimicrobium	jeotgali		static		25530.0	19.0	0.0	0.0
7472	NZ_CP018263	Borrelia	afzelii		static		85180.0	98.0	0.0	0.0
7473	NZ_CP018264	Borrelia	afzelii		static		28972.0	29.0	0.0	0.0
7474	NZ_CP018265	Borrelia	afzelii		static		27055.0	29.0	4.0	0.13793103448275862
7475	NZ_CP018266	Borrelia	afzelii		static		26523.0	26.0	0.0	0.0
7476	NZ_CP018267	Borrelia	afzelii		static		25591.0	30.0	0.0	0.0
7477	NZ_CP018268	Borrelia	afzelii		static		24507.0	20.0	0.0	0.0
7478	NZ_CP018269	Borrelia	afzelii		static		22953.0	28.0	3.0	0.10714285714285714
7479	NZ_CP018270	Borrelia	afzelii		mosaic		12117.0	14.0	0.0	0.0
7480	NZ_CP018271	Borrelia	afzelii		static		10696.0	17.0	0.0	0.0
7481	NZ_CP018272	Borrelia	afzelii		static		9824.0	16.0	0.0	0.0
7482	NZ_CP018273	Borrelia	afzelii		static		9579.0	16.0	0.0	0.0
7483	NZ_CP018274	Borrelia	afzelii		static		8898.0	10.0	0.0	0.0
7484	NZ_CP018275	Borrelia	afzelii		static		7497.0	10.0	0.0	0.0
7503	NZ_CP012356	Cutibacterium	acnes		static		53985.0	68.0	0.0	0.0
7504	NZ_CP015623	Corynebacterium	crudilactis		mosaic		144640.0	150.0	10.0	0.06666666666666667
7505	NZ_CP015624	Corynebacterium	crudilactis		mosaic		25275.0	23.0	6.0	0.2608695652173913
7506	NZ_CP018612	Lactobacillus	delbrueckii		static		41771.0	46.0	0.0	0.0
7507	NZ_CP018613	Lactobacillus	delbrueckii		static		12870.0	21.0	0.0	0.0
7508	NZ_CP018325	Lactobacillus	plantarum		static		64103.0	67.0	8.0	0.11940298507462686
7509	NZ_CP018326	Lactobacillus	plantarum		static		55319.0	74.0	15.0	0.20270270270270271
7510	NZ_CP018327	Lactobacillus	plantarum		static		40058.0	41.0	9.0	0.21951219512195122
7511	NZ_CP018328	Lactobacillus	plantarum		static		31617.0	44.0	0.0	0.0
7512	NZ_CP018329	Lactobacillus	plantarum		static		27907.0	31.0	5.0	0.16129032258064516
7513	NZ_CP018330	Lactobacillus	plantarum		static		21512.0	27.0	0.0	0.0
7514	NZ_CP018463	Xanthomonas	euvesicatoria		mosaic		167496.0	176.0	12.0	0.06818181818181818
7515	NZ_CP018464	Xanthomonas	euvesicatoria		mosaic		179490.0	179.0	19.0	0.10614525139664804
7516	NZ_CP018465	Xanthomonas	euvesicatoria		mosaic		31328.0	42.0	3.0	0.07142857142857142
7517	NZ_CP018466	Xanthomonas	euvesicatoria		mosaic		42763.0	53.0	4.0	0.07547169811320754
7518	NZ_CP018573	Donghicola	sp.		static		169066.0	161.0	1.0	0.006211180124223602
7520	NZ_CP018468	Xanthomonas	vesicatoria		static		201433.0	201.0	1.0	0.004975124378109453
7521	NZ_CP018469	Xanthomonas	vesicatoria		mosaic		42967.0	55.0	0.0	0.0
7522	NZ_CP018471	Xanthomonas	vesicatoria		mosaic		62784.0	77.0	8.0	0.1038961038961039
7523	NZ_CP018472	Xanthomonas	perforans		mosaic		222061.0	206.0	5.0	0.024271844660194174
7524	NZ_CP018473	Xanthomonas	perforans		mosaic		38746.0	56.0	7.0	0.125
7525	NZ_CP018474	Xanthomonas	perforans		mosaic		45953.0	50.0	1.0	0.02
7526	NZ_CP018476	Xanthomonas	perforans		static		69764.0	78.0	1.0	0.01282051282051282
7527	NZ_CP018732	Xanthomonas	gardneri		static		203385.0	203.0	2.0	0.009852216748768473
7528	NZ_CP018733	Xanthomonas	gardneri		static		61840.0	89.0	7.0	0.07865168539325842
7529	NZ_CP018734	Xanthomonas	gardneri		static		47122.0	57.0	3.0	0.05263157894736842
7530	NZ_CP018726	Xanthomonas	vesicatoria		static		192558.0	185.0	1.0	0.005405405405405406
7531	NZ_CP018727	Xanthomonas	vesicatoria		mosaic		47184.0	57.0	3.0	0.05263157894736842
7532	NZ_CP017242	Rhizobium	etli		mosaic		430631.0	396.0	18.0	0.045454545454545456
7533	NZ_CP017243	Rhizobium	etli		mosaic		438379.0	453.0	37.0	0.08167770419426049
7534	NZ_CP017244	Rhizobium	etli		mosaic		2253963.0	2153.0	19.0	0.008824895494658615
7535	NZ_CP018729	Xanthomonas	gardneri		mosaic		211336.0	218.0	3.0	0.013761467889908258
7536	NZ_CP018730	Xanthomonas	gardneri		mosaic		45952.0	52.0	1.0	0.019230769230769232
7537	NZ_CP017102	Rhizobium	gallicum		static		125266.0	125.0	4.0	0.032
7538	NZ_CP017103	Rhizobium	gallicum		static		176006.0	152.0	1.0	0.006578947368421052
7539	NZ_CP017104	Rhizobium	gallicum		static		506339.0	495.0	18.0	0.03636363636363636
7540	NZ_CP017105	Rhizobium	gallicum		static		2388366.0	2322.0	24.0	0.0103359173126615
7541	NZ_CP018621	Paenibacillus	xylanexedens		static		44617.0	52.0	1.0	0.019230769230769232
7542	NZ_CP016215	Pseudomonas	aeruginosa		mosaic		423017.0	513.0	24.0	0.04678362573099415
7543	NZ_CP018759	Pseudomonas	psychrotolerans		static		114250.0	165.0	1.0	0.006060606060606061
7544	NZ_CP017008	Pseudomonas	syringae		mosaic		76088.0	102.0	12.0	0.11764705882352941
7545	NZ_CP017010	Pseudomonas	syringae		mosaic		74424.0	99.0	10.0	0.10101010101010101
7546	NZ_CP017011	Pseudomonas	syringae		static		55944.0	82.0	0.0	0.0
7547	NZ_CP016555	Ralstonia	solanacearum		mosaic		2075659.0	1653.0	61.0	0.03690260133091349
7549	NC_017081	Phycisphaera	mikurensis		static		81157.0	78.0	1.0	0.01282051282051282
7550	NZ_CP018764	Pediococcus	acidilactici		mosaic		13522.0	16.0	1.0	0.0625
7551	NZ_CP018765	Pediococcus	acidilactici		mosaic		61042.0	77.0	15.0	0.19480519480519481
7552	NZ_CP018777	Staphylococcus	condimenti		static		35236.0	29.0	3.0	0.10344827586206896
7553	NZ_CP018797	Lactobacillus	parabuchneri		mosaic		58093.0	74.0	23.0	0.3108108108108108
7554	NZ_CP018798	Lactobacillus	parabuchneri		mosaic		67905.0	90.0	28.0	0.3111111111111111
7555	NZ_CP016296	Acinetobacter	baumannii		mosaic		110968.0	122.0	3.0	0.02459016393442623
7556	NZ_CP016297	Acinetobacter	baumannii		mosaic		74090.0	104.0	2.0	0.019230769230769232
7557	NZ_CP016299	Acinetobacter	baumannii		mosaic		110967.0	122.0	3.0	0.02459016393442623
7558	NZ_CP016301	Acinetobacter	baumannii		mosaic		110967.0	122.0	3.0	0.02459016393442623
7559	NZ_CP016302	Acinetobacter	baumannii		mosaic		73188.0	103.0	2.0	0.019417475728155338
7560	NZ_CP018862	Acinetobacter	baumannii		mosaic		13482.0	17.0	0.0	0.0
7561	NZ_CP018855	Xanthomonas	citri		mosaic		211337.0	209.0	2.0	0.009569377990430622
7562	NZ_CP018856	Xanthomonas	citri		mosaic		73024.0	88.0	6.0	0.06818181818181818
7563	NZ_CP018857	Xanthomonas	citri		mosaic		51192.0	57.0	1.0	0.017543859649122806
7564	NZ_CP018821	Sphingomonas	sp.		mosaic		310952.0	313.0	21.0	0.0670926517571885
7565	NZ_CP018859	Xanthomonas	citri		static		213737.0	218.0	5.0	0.022935779816513763
7566	NZ_CP018860	Xanthomonas	citri		mosaic		92707.0	113.0	7.0	0.061946902654867256
7567	NZ_CP018851	Xanthomonas	citri		static		213743.0	218.0	5.0	0.022935779816513763
7568	NZ_CP018852	Xanthomonas	citri		mosaic		94139.0	115.0	8.0	0.06956521739130435
7569	NZ_CP018853	Xanthomonas	citri		mosaic		49382.0	55.0	1.0	0.01818181818181818
7570	NZ_CP018848	Xanthomonas	citri		mosaic		220688.0	226.0	7.0	0.030973451327433628
7571	NZ_CP018849	Xanthomonas	citri		mosaic		92708.0	114.0	7.0	0.06140350877192982
7572	NZ_CP018815	Enterobacter	cloacae		mosaic		139942.0	187.0	22.0	0.11764705882352941
7573	NZ_CP018813	Paraburkholderia	sp.		static		27577.0	40.0	0.0	0.0
7574	NZ_CP018745	Borrelia	garinii		static		57532.0	69.0	0.0	0.0
7575	NZ_CP018746	Borrelia	garinii		static		37053.0	33.0	2.0	0.06060606060606061
7576	NZ_CP018747	Borrelia	garinii		static		27673.0	39.0	1.0	0.02564102564102564
7577	NZ_CP018748	Borrelia	garinii		static		27114.0	39.0	0.0	0.0
7578	NZ_CP018749	Borrelia	garinii		static		27075.0	33.0	0.0	0.0
7579	NZ_CP018750	Borrelia	garinii		static		27038.0	26.0	0.0	0.0
7580	NZ_CP018751	Borrelia	garinii		static		20915.0	20.0	0.0	0.0
7581	NZ_CP018752	Borrelia	garinii		static		20750.0	29.0	0.0	0.0
7626	NC_021086	Propionibacterium	acnes		static		55585.0	71.0	1.0	0.014084507042253521
7627	NZ_CP008942	Candidatus	Paracaedibacter		static		15074.0	19.0	0.0	0.0
7628	NZ_CP014333	Weissella	jogaejeotgali		static		35382.0	42.0	4.0	0.09523809523809523
7629	NZ_LT596222	Yersinia	pseudotuberculosis		mosaic		69815.0	101.0	14.0	0.13861386138613863
7630	NZ_CP013758	Piscirickettsia	salmonis		mosaic		82119.0	93.0	2.0	0.021505376344086023
7631	NZ_CP013759	Piscirickettsia	salmonis		mosaic		39299.0	49.0	8.0	0.16326530612244897
7632	NZ_CP013760	Piscirickettsia	salmonis		mosaic		32154.0	48.0	7.0	0.14583333333333334
7633	NZ_CP013761	Piscirickettsia	salmonis		mosaic		158156.0	213.0	75.0	0.352112676056338
7634	NZ_CP013774	Piscirickettsia	salmonis		mosaic		138636.0	189.0	67.0	0.3544973544973545
7635	NZ_CP013775	Piscirickettsia	salmonis		mosaic		36081.0	50.0	6.0	0.12
7636	NZ_CP013776	Piscirickettsia	salmonis		mosaic		36245.0	45.0	4.0	0.08888888888888889
7637	NZ_CP013777	Piscirickettsia	salmonis		mosaic		27962.0	42.0	7.0	0.16666666666666666
7638	NZ_CP013779	Piscirickettsia	salmonis		mosaic		165427.0	229.0	88.0	0.38427947598253276
7639	NZ_CP013780	Piscirickettsia	salmonis		mosaic		122750.0	176.0	19.0	0.10795454545454546
7640	NZ_CP013802	Piscirickettsia	salmonis		mosaic		57431.0	64.0	7.0	0.109375
7641	NZ_CP013803	Piscirickettsia	salmonis		mosaic		51575.0	60.0	20.0	0.3333333333333333
7642	NZ_CP013804	Piscirickettsia	salmonis		mosaic		181038.0	226.0	86.0	0.3805309734513274
7643	NZ_CP013805	Piscirickettsia	salmonis		mosaic		33533.0	47.0	7.0	0.14893617021276595
7644	NZ_CP013763	Piscirickettsia	salmonis		mosaic		120730.0	168.0	66.0	0.39285714285714285
7645	NZ_CP013764	Piscirickettsia	salmonis		mosaic		82125.0	91.0	2.0	0.02197802197802198
7646	NZ_CP013765	Piscirickettsia	salmonis		mosaic		39331.0	48.0	9.0	0.1875
7647	NZ_CP013766	Piscirickettsia	salmonis		mosaic		32163.0	49.0	7.0	0.14285714285714285
7648	NZ_CP013767	Piscirickettsia	salmonis		mosaic		31920.0	47.0	6.0	0.1276595744680851
7649	NZ_CP013787	Piscirickettsia	salmonis		mosaic		181332.0	225.0	82.0	0.36444444444444446
7650	NZ_CP013788	Piscirickettsia	salmonis		mosaic		50691.0	57.0	19.0	0.3333333333333333
7651	NZ_CP013789	Piscirickettsia	salmonis		mosaic		57431.0	64.0	7.0	0.109375
7652	NZ_CP013790	Piscirickettsia	salmonis		mosaic		33555.0	43.0	10.0	0.23255813953488372
7653	NZ_CP013769	Piscirickettsia	salmonis		mosaic		153216.0	209.0	71.0	0.3397129186602871
7654	NZ_CP013770	Piscirickettsia	salmonis		mosaic		36218.0	49.0	3.0	0.061224489795918366
7655	NZ_CP013771	Piscirickettsia	salmonis		mosaic		36063.0	53.0	5.0	0.09433962264150944
7656	NZ_CP013772	Piscirickettsia	salmonis		mosaic		27957.0	46.0	8.0	0.17391304347826086
7657	NZ_CP013797	Piscirickettsia	salmonis		mosaic		188297.0	240.0	79.0	0.32916666666666666
7658	NZ_CP013798	Piscirickettsia	salmonis		mosaic		60078.0	67.0	8.0	0.11940298507462686
7659	NZ_CP013799	Piscirickettsia	salmonis		mosaic		33518.0	43.0	10.0	0.23255813953488372
7660	NZ_CP013800	Piscirickettsia	salmonis		mosaic		20368.0	23.0	2.0	0.08695652173913043
7661	NZ_CP013782	Piscirickettsia	salmonis		mosaic		181226.0	226.0	81.0	0.3584070796460177
