	locus	Genus	Species	environment	character	IS26	length	CDS
17191	NZ_CP005191.1					Absent		
17192	NC_004950.1					Absent		
17193	NZ_CP013030.1					Absent		
17194	NC_020989.1					Absent		
17195	NG_049542.1					Absent		
17196	NZ_CP014878.1					Absent		
17197	NC_003064.2					Absent		
17198	NC_009652.1					Absent		
17199	NG_050516.1					Absent		
17200	NC_014113.1					Absent		
17201	NZ_CP019295.1					Absent		
17202	NC_015498.1					Absent		
17203	NC_005015.1					Absent		
17204	NZ_CP017008.1					Absent		
17205	NC_024987.1					Absent		
17206	NG_048154.1					Absent		
17207	NC_005207.3					Absent		
17208	NZ_CP015586.1					Absent		
17209	NC_013211.1					Absent		
17210	NZ_CP011517.1					Absent		
17211	NZ_LT667504.1					Absent		
17212	NC_017588.1					Absent		
17213	NZ_CP016587.1					Absent		
17214	NC_010282.1					Absent		
17215	NC_015901.1					Absent		
17216	NZ_CP018238.1					Absent		
17217	NZ_CP005087.1					Absent		
17218	NZ_CP015216.1					Absent		
17219	NC_008043.1					Absent		
17220	NZ_CP013569.1					Absent		
17221	NC_010373.1					Absent		
17222	NC_010406.1					Absent		
17223	NZ_CP004260.1					Absent		
17224	NZ_CP017076.1					Absent		
17225	NZ_CP015809.1					Absent		
17226	NZ_CP015812.1					Absent		
17227	NC_013534.1					Absent		
17228	NZ_CP012490.1					Absent		
17229	NZ_CP009289.1					Absent		
17230	NZ_CP015141.1					Absent		
17231	NZ_CP017441.1					Absent		
17232	NC_009934.1					Absent		
17233	NG_048123.1					Absent		
17234	NZ_HG977525.1					Absent		
17235	NC_004854.1					Absent		
17236	NZ_CP010135.1					Absent		
17237	NC_005921.1					Absent		
17238	NC_004990.1					Absent		
17239	NC_015979.1					Absent		
17240	NZ_CP018355.1					Absent		
17241	NC_016585.1					Absent		
17242	NC_019316.1					Absent		
17243	NZ_CP018465.1					Absent		
17244	NC_010880.1					Absent		
17245	NZ_CP018274.1					Absent		
17246	NZ_CP010193.1					Absent		
17247	NC_017777.1					Absent		
17248	NZ_CP006790.1					Absent		
17249	NC_006298.1					Absent		
17250	NC_006362.1					Absent		
17251	NC_021573.1					Absent		
17252	NZ_CP012909.1					Absent		
17253	NZ_CP012258.1					Absent		
17254	NG_050171.1					Absent		
17255	NZ_CP019138.1					Absent		
17256	NZ_CP017764.1					Absent		
17257	NZ_CP017027.1					Absent		
17258	NC_014737.1					Absent		
17259	NZ_CP005879.1					Absent		
17260	NC_013285.1					Absent		
17261	NG_048987.1					Absent		
17262	NG_048718.1					Absent		
17263	NG_049539.1					Absent		
17264	NZ_CP005871.1					Absent		
17265	NC_013129.1					Absent		
17266	NZ_CP018264.1					Absent		
17267	NZ_CP013509.1					Absent		
17268	NC_015918.1					Absent		
17269	NC_019305.1					Absent		
17270	NG_048486.1					Absent		
17271	NZ_CP009155.1					Absent		
17272	NZ_CP004196.1					Absent		
17273	NZ_CP017243.1					Absent		
17274	NZ_HG977529.1					Absent		
17275	NZ_CP013516.1					Absent		
17276	NC_007414.1					Absent		
17277	NC_013320.1					Absent		
17278	NZ_CP017620.1					Absent		
17279	NC_011084.1					Absent		
17280	NC_006395.1					Absent		
17281	NC_018611.1					Absent		
17282	NC_016792.1					Absent		
17283	NZ_CP005695.1					Absent		
17284	NC_013381.1					Absent		
17285	NZ_CP007510.1					Absent		
17286	NC_010486.1					Absent		
17287	NC_002143.1					Absent		
17288	NC_009341.1					Absent		
17289	NC_004983.1					Absent		
17290	NZ_CP009489.1					Absent		
17291	NC_005567.1					Absent		
17292	NZ_CP014921.1					Absent		
17293	NG_047407.1					Absent		
17294	NZ_CP005898.1					Absent		
17295	NZ_CP017867.1					Absent		
17296	NC_009793.1					Absent		
17297	NZ_CP011575.1					Absent		
17298	NZ_CP004363.1					Absent		
17299	NZ_CP014669.1					Absent		
17300	NC_010098.1					Absent		
17301	NZ_CP010207.1					Absent		
17302	NC_018993.1					Absent		
17303	NZ_CP013788.1					Absent		
17304	NC_014842.1					Absent		
17305	NC_012166.1					Absent		
17306	NZ_CP011063.1					Absent		
17307	NZ_CP009573.1					Absent		
17308	NC_018885.1					Absent		
17309	NZ_CP017879.1					Absent		
17310	NC_014333.1					Absent		
17311	NZ_CP019007.1					Absent		
17312	NC_010795.1					Absent		
17313	NC_023148.1					Absent		
17314	NZ_CP005798.1					Absent		
17315	NZ_CP013818.1					Absent		
17316	NC_009470.1					Absent		
17317	NC_011413.1					Absent		
17318	NC_012104.1					Absent		
17319	NC_025108.1					Absent		
17320	NC_025121.1					Absent		
17321	NC_010846.1					Absent		
17322	NZ_CP017242.1					Absent		
17323	NC_019733.1					Absent		
17324	NC_020452.1					Absent		
17325	NC_020920.1					Absent		
17326	NC_004977.1					Absent		
17327	NZ_CP015485.1					Absent		
17328	NC_001849.2					Absent		
17329	NZ_CP018817.1					Absent		
17330	NC_010867.1					Absent		
17331	NC_011739.1					Absent		
17332	NG_051873.1					Absent		
17333	NC_005002.1					Absent		
17334	NZ_HG916853.1					Absent		
17335	NC_011649.1					Absent		
17336	NZ_CP011582.1					Absent		
17337	NZ_CP014765.1					Absent		
17338	NZ_CP016405.1					Absent		
17339	NZ_CP004237.1					Absent		
17340	NG_047769.1					Absent		
17341	NC_008765.1					Absent		
17342	NC_013297.1					Absent		
17343	NC_001880.1					Absent		
17344	NC_014543.1					Absent		
17345	NZ_CP013834.1					Absent		
17346	NZ_CP017579.1					Absent		
17347	NZ_CP004251.1					Absent		
17348	NZ_CP018124.1					Absent		
17349	NZ_CP001971.2					Absent		
17350	NC_017543.1					Absent		
17351	NZ_CP004201.1					Absent		
17352	NZ_CP016542.2					Absent		
17353	NC_007617.1					Absent		
17354	NC_009506.1					Absent		
17355	NC_022902.1					Absent		
17356	NZ_HG004427.1					Absent		
17357	NC_017773.1					Absent		
17358	NC_019972.1					Absent		
17359	NZ_CP014350.1					Absent		
17360	NZ_CP018857.1					Absent		
17361	NG_047597.1					Absent		
17362	NZ_CP010416.1					Absent		
17363	NZ_CP005819.1					Absent		
17364	NC_010230.1					Absent		
17365	NC_019282.1					Absent		
17366	NZ_CP004329.1					Absent		
17367	NC_021230.1					Absent		
17368	NZ_CP005746.1					Absent		
17369	NG_047664.1					Absent		
17370	NZ_CP010179.1					Absent		
17371	NC_013787.1					Absent		
17372	NZ_CP016481.1					Absent		
17373	NZ_LN865144.1					Absent		
17374	NZ_CP014082.1					Absent		
17375	NZ_CP012282.1					Absent		
17376	NG_047321.1					Absent		
17377	NZ_CP012191.1					Absent		
17378	NZ_CP010972.1					Absent		
17379	NG_049293.1					Absent		
17380	NZ_CP007673.1					Absent		
17381	NZ_CP016624.1					Absent		
17382	NC_019687.1					Absent		
17383	NC_019388.1					Absent		
17384	NC_011880.1					Absent		
17385	NZ_CP015507.1					Absent		
17386	NZ_CP013977.1					Absent		
17387	NC_009926.1					Absent		
17388	NC_019315.1					Absent		
17389	NZ_CP016947.1					Absent		
17390	NZ_CP012835.1					Absent		
17391	NZ_CP019220.1					Absent		
17392	NC_011404.1					Absent		
17393	NZ_CP014813.1					Absent		
17394	NZ_CP014707.1					Absent		
17395	NZ_CP004238.1					Absent		
17396	NC_021845.1					Absent		
17397	NC_010077.1					Absent		
17398	NZ_CP014357.1					Absent		
17399	NC_017636.1					Absent		
17400	NC_017903.1					Absent		
17401	NZ_CP006588.1					Absent		
17402	NC_002502.1					Absent		
17403	NC_002111.1					Absent		
17404	NC_025171.1					Absent		
17405	NC_014235.1					Absent		
17406	NZ_CP013545.1					Absent		
17407	NZ_CP015307.1					Absent		
17408	NZ_CP016453.1					Absent		
17409	NZ_CP009002.1					Absent		
17410	NC_018486.1					Absent		
17411	NZ_CP009547.1					Absent		
17412	NZ_FO704549.1					Absent		
17413	NZ_CP011573.1					Absent		
17414	NC_010420.1					Absent		
17415	NZ_CP010214.1					Absent		
17416	NG_047765.1					Absent		
17417	NC_025028.1					Absent		
17418	NG_048564.1					Absent		
17419	NZ_CP005807.1					Absent		
17420	NZ_CP005907.1					Absent		
17421	NZ_CP013294.1					Absent		
17422	NZ_LN554848.1					Absent		
17423	NZ_CP010141.1					Absent		
17424	NZ_CP018853.1					Absent		
17425	NC_013540.1					Absent		
17426	NZ_CP010447.1					Absent		
17427	NC_022074.1					Absent		
17428	NG_047565.1					Absent		
17429	NC_019136.1					Absent		
17430	NC_013533.1					Absent		
17431	NZ_HG813248.1					Absent		
17432	NZ_CP015501.1					Absent		
17433	NC_013962.1					Absent		
17434	NZ_CP012367.1					Absent		
17435	NZ_CP004200.1					Absent		
17436	NC_017589.1					Absent		
17437	NC_017155.1					Absent		
17438	NZ_CP012277.1					Absent		
17439	NG_050221.1					Absent		
17440	NG_047866.1					Absent		
17441	NC_010401.1					Absent		
17442	NC_019277.1					Absent		
17443	NC_016586.1					Absent		
17444	NZ_CP014818.1					Absent		
17445	NZ_CP011450.1					Absent		
17446	NC_013092.1					Absent		
17447	NC_013391.1					Absent		
17448	NZ_CP009069.1					Absent		
17449	NZ_CP006796.1					Absent		
17450	NZ_CP011016.1					Absent		
17451	NG_047421.1					Absent		
17452	NC_011257.1					Absent		
17453	NC_001850.1					Absent		
17454	NZ_CP016623.1					Absent		
17455	NZ_LN999012.1					Absent		
17456	NZ_CP003954.1					Absent		
17457	NC_018657.1					Absent		
17458	NZ_CP014286.1					Absent		
17459	NG_048956.1					Absent		
17460	NZ_CP004859.1					Absent		
17461	NC_019691.1					Absent		
17462	NZ_CP014531.1					Absent		
17463	NG_049827.1					Absent		
17464	NC_001336.1					Absent		
17465	NZ_CP005090.1					Absent		
17466	NZ_CP016037.1					Absent		
17467	NC_007675.1					Absent		
17468	NC_015944.1					Absent		
17469	NZ_CP005799.1					Absent		
17470	NC_014132.1					Absent		
17471	NZ_CP015299.1					Absent		
17472	NC_017942.1					Absent		
17473	NC_005054.1					Absent		
17474	NC_014247.1					Absent		
17475	NZ_CP016832.1					Absent		
17476	NZ_CP005869.1					Absent		
17477	NZ_CP011632.1					Absent		
17478	NZ_CP012562.1					Absent		
17479	NZ_HG813244.1					Absent		
17480	NC_025043.1					Absent		
17481	NC_005000.1					Absent		
17482	NZ_CP017872.1					Absent		
17483	NC_019272.1					Absent		
17484	NZ_CP005887.1					Absent		
17485	NC_018998.1					Absent		
17486	NC_016139.1					Absent		
17487	NZ_CP017955.1					Absent		
17488	NC_019991.1					Absent		
17489	NZ_CP004247.1					Absent		
17490	NZ_CP004395.1					Absent		
17491	NZ_CP015420.1					Absent		
17492	NZ_CP012501.1					Absent		
17493	NC_006399.1					Absent		
17494	NZ_CP004271.1					Absent		
17495	NC_004253.1					Absent		
17496	NC_004843.1					Absent		
17497	NZ_CP009661.1					Absent		
17498	NC_010859.1					Absent		
17499	NC_017189.1					Absent		
17500	NC_017962.1					Absent		
17501	NG_049174.1					Absent		
17502	NZ_CP013805.1					Absent		
17503	NZ_CP011598.1					Absent		
17504	NZ_CP009695.1					Absent		
17505	NZ_CP008888.1					Absent		
17506	NZ_CP004173.1					Absent		
17507	NC_020308.1					Absent		
17508	NC_008608.1					Absent		
17509	NZ_CP018269.1					Absent		
17510	NC_000906.2					Absent		
17511	NZ_CP016934.1					Absent		
17512	NZ_CP012569.1					Absent		
17513	NC_020958.1					Absent		
17514	NC_020382.1					Absent		
17515	NZ_CP012540.1					Absent		
17516	NC_002129.1					Absent		
17517	NZ_CP014254.1					Absent		
17518	NC_022344.1					Absent		
17519	NC_008436.1					Absent		
17520	NG_048857.1					Absent		
17521	NZ_CP015742.1					Absent		
17522	NC_014918.1					Absent		
17523	NZ_CP012918.1					Absent		
17524	NZ_CP016917.1					Absent		
17525	NZ_CP014473.1					Absent		
17526	NZ_CP010364.1					Absent		
17527	NZ_CP013551.1					Absent		
17528	NC_010802.1					Absent		
17529	NZ_CP011014.1					Absent		
17530	NC_010904.1					Absent		
17531	NZ_CP015441.1					Absent		
17532	NG_047246.1					Absent		
17533	NZ_CP018831.1					Absent		
17534	NC_010597.1					Absent		
17535	NC_017498.1					Absent		
17536	NZ_CP016898.1					Absent		
17537	NC_012162.1					Absent		
17538	NC_019953.1					Absent		
17539	NZ_CP016296.1					Absent		
17540	NZ_CP012291.1					Absent		
17541	NG_052167.1					Absent		
17542	NT_187149.1					Absent		
17543	NC_017323.1					Absent		
17544	NT_187136.1					Absent		
17545	NC_006493.1					Absent		
17546	NC_022573.1					Absent		
17547	NG_049244.1					Absent		
17548	NC_006830.1					Absent		
17549	NC_008120.1					Absent		
17550	NC_011247.1					Absent		
17551	NG_052082.1					Absent		
17552	NZ_CP016932.1					Absent		
17553	NC_005792.1					Absent		
17554	NZ_CP010399.1					Absent		
17555	NC_015852.1					Absent		
17556	NZ_CP006589.1					Absent		
17557	NG_049001.1					Absent		
17558	NG_047723.1					Absent		
17559	NZ_CP010241.1					Absent		
17560	NZ_AP014885.1					Absent		
17561	NZ_CP016078.1					Absent		
17562	NC_020295.1					Absent		
17563	NC_019354.1					Absent		
17564	NG_049173.1					Absent		
17565	NC_015742.1					Absent		
17566	NC_007105.1					Absent		
17567	NG_048277.1					Absent		
17568	NG_048110.1					Absent		
17569	NZ_CP005877.1					Absent		
17570	NC_021914.1					Absent		
17571	NG_050311.1					Absent		
17572	NZ_CP014614.1					Absent		
17573	NZ_CP010107.1					Absent		
17574	NZ_CP014433.1					Absent		
17575	NZ_CP018270.1					Absent		
17576	NC_017386.1					Absent		
17577	NC_008703.1					Absent		
17578	NC_005240.1					Absent		
17579	NZ_CP012499.1					Absent		
17580	NC_012197.1					Absent		
17581	NZ_CP009606.1					Absent		
17582	NC_018291.1					Absent		
17583	NZ_CP001972.2					Absent		
17584	NC_017388.1					Absent		
17585	NC_015334.1					Absent		
17586	NC_019975.1					Absent		
17587	NZ_CP005705.1					Absent		
17588	NC_011406.1					Absent		
17589	NC_018141.1					Absent		
17590	NC_010861.1					Absent		
17591	NC_013321.1					Absent		
17592	NZ_CP012906.1					Absent		
17593	NC_013337.1					Absent		
17594	NC_022533.1					Absent		
17595	NZ_CP012005.1					Absent		
17596	NC_011737.1					Absent		
17597	NC_013201.1					Absent		
17598	NG_050243.1					Absent		
17599	NC_013347.1					Absent		
17600	NC_013442.1					Absent		
17601	NZ_CP009314.1					Absent		
17602	NG_050069.1					Absent		
17603	NC_011412.1					Absent		
17604	NG_048120.1					Absent		
17605	NZ_CP010878.1					Absent		
17606	NZ_CP009020.1					Absent		
17607	NZ_CP015321.1					Absent		
17608	NC_019070.1					Absent		
17609	NG_048449.1					Absent		
17610	NZ_CP015095.1					Absent		
17611	NZ_CP004193.1					Absent		
17612	NC_012556.1					Absent		
17613	NZ_CP018832.1					Absent		
17614	NZ_CP014329.1					Absent		
17615	NC_019170.1					Absent		
17616	NZ_CP010870.1					Absent		
17617	NZ_CP018336.1					Absent		
17618	NZ_CP013602.1					Absent		
17619	NC_025006.1					Absent		
17620	NC_001380.1					Absent		
17621	NZ_CP016008.1					Absent		
17622	NC_004457.1					Absent		
17623	NC_001995.1					Absent		
17624	NG_049168.1					Absent		
17625	NZ_CP016458.1					Absent		
17626	NT_187167.1					Absent		
17627	NC_019336.1					Absent		
17628	NC_021231.1					Absent		
17629	NC_010915.1					Absent		
17630	NT_187147.1					Absent		
17631	NC_011859.1					Absent		
17632	NZ_CP019211.1					Absent		
17633	NC_024960.1					Absent		
17634	NC_017074.1					Absent		
17635	NC_017156.1					Absent		
17636	NZ_CP005749.1					Absent		
17637	NZ_CP011298.1					Absent		
17638	NG_048093.1					Absent		
17639	NC_003099.1					Absent		
17640	NZ_CP015943.1					Absent		
17641	NC_011416.1					Absent		
17642	NC_011563.1					Absent		
17643	NZ_CP013719.1					Absent		
17644	NC_017788.1					Absent		
17645	NC_021512.1					Absent		
17646	NC_011975.1					Absent		
17647	NZ_CP014405.1					Absent		
17648	NC_021077.1					Absent		
17649	NZ_CP015735.1					Absent		
17650	NZ_CP015790.1					Absent		
17651	NZ_CP018833.1					Absent		
17652	NZ_CP018463.1					Absent		
17653	NC_006257.1					Absent		
17654	NC_021904.1					Absent		
17655	NC_022333.1					Absent		
17656	NZ_CP008990.1					Absent		
17657	NC_023285.1					Absent		
17658	NG_047918.1					Absent		
17659	NG_047578.1					Absent		
17660	NC_012109.1					Absent		
17661	NZ_CP007665.1					Absent		
17662	NG_047576.1					Absent		
17663	NZ_CP006994.1					Absent		
17664	NC_014226.1					Absent		
17665	NC_021832.1					Absent		
17666	NG_048578.1					Absent		
17667	NC_019699.1					Absent		
17668	NC_008503.1					Absent		
17669	NZ_CP014527.1					Absent		
17670	NC_019283.1					Absent		
17671	NG_051167.1					Absent		
17672	NZ_CP006780.1					Absent		
17673	NC_015705.1					Absent		
17674	NC_017260.1					Absent		
17675	NC_019384.1					Absent		
17676	NZ_CP010220.1					Absent		
17677	NZ_CP018852.1					Absent		
17678	NC_015175.1					Absent		
17679	NC_008826.1					Absent		
17680	NC_005250.1					Absent		
17681	NC_023147.1					Absent		
17682	NZ_CP011287.1					Absent		
17683	NC_019390.1					Absent		
17684	NC_007202.1					Absent		
17685	NC_013323.1					Absent		
17686	NC_014827.1					Absent		
17687	NG_049123.1					Absent		
17688	NZ_CP015989.1					Absent		
17689	NC_008439.1					Absent		
17690	NZ_CP016386.1					Absent		
17691	NZ_CP018223.1					Absent		
17692	NZ_CP009068.1					Absent		
17693	NG_048932.1					Absent		
17694	NZ_CP013751.1					Absent		
17695	NC_003131.1					Absent		
17696	NC_020262.1					Absent		
17697	NG_047607.1					Absent		
17698	NZ_CP009330.1					Absent		
17699	NZ_CP014812.1					Absent		
17700	NZ_CP006582.1					Absent		
17701	NC_014832.1					Absent		
17702	NZ_CP017056.1					Absent		
17703	NC_023274.1					Absent		
17704	NG_047915.1					Absent		
17705	NC_019698.1					Absent		
17706	NZ_CP014006.1					Absent		
17707	NG_050467.1					Absent		
17708	NC_024962.1					Absent		
17709	NC_009345.1					Absent		
17710	NZ_AP014825.1					Absent		
17711	NZ_CP009457.1					Absent		
17712	NC_018659.1					Absent		
17713	NZ_CP006791.1					Absent		
17714	NZ_CP011159.1					Absent		
17715	NC_013167.1					Absent		
17716	NC_014025.1					Absent		
17717	NZ_CP018813.1					Absent		
17718	NG_049099.1					Absent		
17719	NZ_CP006257.1					Absent		
17720	NZ_CP017756.1					Absent		
17721	NZ_CP014920.1					Absent		
17722	NZ_CP006761.1					Absent		
17723	NC_017643.1					Absent		
17724	NZ_CP019241.1					Absent		
17725	NC_011215.1					Absent		
17726	NC_004934.1					Absent		
17727	NC_011888.1					Absent		
17728	NC_001774.1					Absent		
17729	NC_013291.1					Absent		
17730	NZ_CP013271.1					Absent		
17731	NZ_CP011370.1					Absent		
17732	NZ_CP018878.1					Absent		
17733	NC_019214.1					Absent		
17734	NC_021520.1					Absent		
17735	NC_014619.1					Absent		
17736	NC_020816.1					Absent		
17737	NC_019086.1					Absent		
17738	NZ_CP004361.1					Absent		
17739	NC_010409.1					Absent		
17740	NZ_CP004262.1					Absent		
17741	NZ_CP017017.1					Absent		
17742	NG_047567.1					Absent		
17743	NZ_CP016890.1					Absent		
17744	NZ_CP018118.1					Absent		
17745	NZ_CP005783.1					Absent		
17746	NZ_CP012953.1					Absent		
17747	NC_010600.1					Absent		
17748	NZ_AP014705.1					Absent		
17749	NZ_CP010398.1					Absent		
17750	NZ_CP010378.1					Absent		
17751	NC_014386.1					Absent		
17752	NC_017792.1					Absent		
17753	NC_004349.1					Absent		
17754	NZ_CP017282.1					Absent		
17755	NC_015163.1					Absent		
17756	NC_019144.1					Absent		
17757	NC_015756.1					Absent		
17758	NZ_CP015601.1					Absent		
17759	NC_017242.1					Absent		
17760	NC_021817.1					Absent		
17761	NC_002192.1					Absent		
17762	NC_002760.1					Absent		
17763	NC_017819.1					Absent		
17764	NZ_CP012592.1					Absent		
17765	NC_012037.1					Absent		
17766	NC_005922.1					Absent		
17767	NC_013351.1					Absent		
17768	NC_010580.1					Absent		
17769	NC_015864.1					Absent		
17770	NZ_LT222316.1					Absent		
17771	NZ_CP004211.1					Absent		
17772	NZ_CP005854.1					Absent		
17773	NG_048025.1					Absent		
17774	NZ_CP016821.1					Absent		
17775	NC_012508.1					Absent		
17776	NZ_CP005892.1					Absent		
17777	NZ_CP019317.1					Absent		
17778	NC_013858.1					Absent		
17779	NC_017476.1					Absent		
17780	NZ_CP016390.1					Absent		
17781	NC_014409.1					Absent		
17782	NG_049010.1					Absent		
17783	NC_007770.1					Absent		
17784	NZ_CP018734.1					Absent		
17785	NZ_CP013978.1					Absent		
17786	NC_006145.1					Absent		
17787	NZ_CP016920.1					Absent		
17788	NZ_CP009674.1					Absent		
17789	NC_006663.1					Absent		
17790	NG_048911.1					Absent		
17791	NC_008122.1					Absent		
17792	NC_002810.1					Absent		
17793	NG_048317.1					Absent		
17794	NZ_LT598658.1					Absent		
17795	NZ_CP004272.1					Absent		
17796	NC_012780.1					Absent		
17797	NC_019018.1					Absent		
17798	NC_007166.1					Absent		
17799	NG_048555.1					Absent		
17800	NZ_CP005688.1					Absent		
17801	NC_008385.1					Absent		
17802	NZ_CP015128.1					Absent		
17803	NG_047282.1					Absent		
17804	NZ_CP012638.1					Absent		
17805	NZ_CP015505.1					Absent		
17806	NZ_CP009763.1					Absent		
17807	NZ_CP012415.1					Absent		
17808	NG_048897.1					Absent		
17809	NC_011836.1					Absent		
17810	NC_018494.1					Absent		
17811	NZ_CP016291.1					Absent		
17812	NZ_CP005815.1					Absent		
17813	NC_021660.2					Absent		
17814	NC_004670.1					Absent		
17815	NC_010394.1					Absent		
17816	NC_017159.1					Absent		
17817	NC_015058.1					Absent		
17818	NZ_CP011050.1					Absent		
17819	NZ_CP007015.1					Absent		
17820	NZ_HG977524.1					Absent		
17821	NC_015862.1					Absent		
17822	NZ_CP018772.1					Absent		
17823	NZ_CP015804.1					Absent		
17824	NZ_CP009359.1					Absent		
17825	NC_019765.1					Absent		
17826	NZ_CP005899.1					Absent		
17827	NZ_AP017321.1					Absent		
17828	NG_048099.1					Absent		
17829	NZ_CP005989.1					Absent		
17830	NZ_CP004207.1					Absent		
17831	NZ_CP012971.1					Absent		
17832	NC_007607.1					Absent		
17833	NG_050172.1					Absent		
17834	NZ_CP017256.1					Absent		
17835	NC_018511.1					Absent		
17836	NZ_CP007134.1					Absent		
17837	NC_020249.1					Absent		
17838	NZ_LT222314.1					Absent		
17839	NZ_CP015213.1					Absent		
17840	NG_047248.1					Absent		
17841	NZ_CP013191.1					Absent		
17842	NC_010923.1					Absent		
17843	NC_016793.1					Absent		
17844	NZ_CP009841.1					Absent		
17845	NC_007766.1					Absent		
17846	NZ_CP014851.1					Absent		
17847	NZ_CP011851.1					Absent		
17848	NC_002799.1					Absent		
17849	NG_048341.1					Absent		
17850	NC_001277.1					Absent		
17851	NZ_CP004185.1					Absent		
17852	NC_013888.1					Absent		
17853	NZ_CP013715.1					Absent		
17854	NC_025017.1					Absent		
17855	NZ_CP005893.1					Absent		
17856	NZ_CP019166.1					Absent		
17857	NZ_CP012107.1					Absent		
17858	NZ_CP011635.1					Absent		
17859	NZ_CP006855.1					Absent		
17860	NC_002126.1					Absent		
17861	NC_013788.1					Absent		
17862	NG_050518.1					Absent		
17863	NZ_CP017449.1					Absent		
17864	NZ_CP014686.1					Absent		
17865	NC_019177.1					Absent		
17866	NZ_CP018821.1					Absent		
17867	NZ_CP005826.1					Absent		
17868	NC_004964.1					Absent		
17869	NC_004528.1					Absent		
17870	NC_009351.1					Absent		
17871	NZ_CP018949.1					Absent		
17872	NC_011352.1					Absent		
17873	NZ_CP017303.1					Absent		
17874	NG_050546.1					Absent		
17875	NZ_CP013754.1					Absent		
17876	NC_013965.1					Absent		
17877	NC_010878.1					Absent		
17878	NZ_CP012495.1					Absent		
17879	NC_019340.1					Absent		
17880	NZ_CP009032.1					Absent		
17881	NC_019739.1					Absent		
17882	NC_015461.1					Absent		
17883	NC_020987.1					Absent		
17884	NC_012961.1					Absent		
17885	NC_011562.1					Absent		
17886	NC_021976.1					Absent		
17887	NZ_CP011430.1					Absent		
17888	NZ_CP012180.1					Absent		
17889	NZ_CP008806.1					Absent		
17890	NZ_CP014530.1					Absent		
17891	NZ_CP010375.2					Absent		
17892	NZ_CP019447.1					Absent		
17893	NZ_CP012271.1					Absent		
17894	NG_050404.1					Absent		
17895	NZ_CP010894.1					Absent		
17896	NZ_CP004873.1					Absent		
17897	NZ_CP015148.1					Absent		
17898	NG_049331.1					Absent		
17899	NZ_CP013194.1					Absent		
17900	NC_017145.1					Absent		
17901	NZ_CP013534.1					Absent		
17902	NC_011721.1					Absent		
17903	NC_013938.1					Absent		
17904	NZ_CP012280.1					Absent		
17905	NC_015727.1					Absent		
17906	NZ_CP014902.1					Absent		
17907	NG_050459.1					Absent		
17908	NZ_CP013617.1					Absent		
17909	NC_020984.1					Absent		
17910	NC_012268.1					Absent		
17911	NZ_CP018472.1					Absent		
17912	NZ_CP015143.1					Absent		
17913	NZ_CP012488.1					Absent		
17914	NZ_CP013520.1					Absent		
17915	NZ_CP018078.1					Absent		
17916	NZ_CP013125.1					Absent		
17917	NZ_CP007714.1					Absent		
17918	NZ_CP004301.1					Absent		
17919	NZ_CP006746.1					Absent		
17920	NC_020545.1					Absent		
17921	NC_025192.1					Absent		
17922	NZ_CP014853.1					Absent		
17923	NG_048170.1					Absent		
17924	NC_019325.1					Absent		
17925	NC_011734.1					Absent		
17926	NZ_CP012105.1					Absent		
17927	NZ_CP009724.1					Absent		
17928	NZ_LN879548.1					Absent		
17929	NC_017935.1					Absent		
17930	NG_048922.1					Absent		
17931	NC_014257.1					Absent		
17932	NC_022235.1					Absent		
17933	NZ_CP013164.1					Absent		
17934	NC_018516.1					Absent		
17935	NC_015313.1					Absent		
17936	NZ_CP017783.1					Absent		
17937	NG_047916.1					Absent		
17938	NC_023288.1					Absent		
17939	NC_017807.1					Absent		
17940	NG_048888.1					Absent		
17941	NC_006673.1					Absent		
17942	NG_047929.1					Absent		
17943	NZ_CP013917.1					Absent		
17944	NC_022077.1					Absent		
17945	NZ_CP005862.1					Absent		
17946	NC_011881.1					Absent		
17947	NG_049468.1					Absent		
17948	NG_048877.1					Absent		
17949	NG_050122.1					Absent		
17950	NG_050263.1					Absent		
17951	NC_002092.1					Absent		
17952	NZ_CP018119.1					Absent		
17953	NC_009346.1					Absent		
17954	NZ_CP016365.1					Absent		
17955	NZ_CP015967.1					Absent		
17956	NC_019696.1					Absent		
17957	NC_004429.1					Absent		
17958	NZ_CP005874.1					Absent		
17959	NZ_CP008708.1					Absent		
17960	NZ_CP005852.1					Absent		
17961	NZ_CP007610.1					Absent		
17962	NG_047759.1					Absent		
17963	NC_021996.1					Absent		
17964	NZ_CP009972.1					Absent		
17965	NC_013543.1					Absent		
17966	NZ_CP006570.1					Absent		
17967	NZ_CP015234.1					Absent		
17968	NC_030902.1					Absent		
17969	NC_013338.1					Absent		
17970	NZ_CP012138.1					Absent		
17971	NC_015333.1					Absent		
17972	NZ_CP013758.1					Absent		
17973	NZ_CP013649.1					Absent		
17974	NZ_CP007767.1					Absent		
17975	NC_020907.1					Absent		
17976	NC_010405.1					Absent		
17977	NZ_CP004220.1					Absent		
17978	NC_017478.1					Absent		
17979	NZ_CP015816.1					Absent		
17980	NC_008597.1					Absent		
17981	NC_017398.1					Absent		
17982	NZ_CP006665.1					Absent		
17983	NZ_CP011592.1					Absent		
17984	NZ_CP010404.1					Absent		
17985	NZ_LN681228.1					Absent		
17986	NC_017578.1					Absent		
17987	NC_009353.1					Absent		
17988	NZ_CP010374.1					Absent		
17989	NZ_CP012701.1					Absent		
17990	NZ_CP015084.1					Absent		
17991	NZ_CP013040.1					Absent		
17992	NC_019849.2					Absent		
17993	NC_019110.1					Absent		
17994	NZ_CP011296.1					Absent		
