locus	IS26
NZ_CP009453.1	Absent
NZ_CP015353.1	Absent
NG_048191.1	Absent
NZ_CP007123.1	Absent
NZ_CP015091.1	Absent
NC_025177.1	Absent
NZ_CP017447.1	Absent
NZ_CP018328.1	Absent
NC_019772.1	Absent
NC_007095.1	Absent
NZ_CP013510.1	Absent
NC_014818.1	Absent
NZ_CP018233.1	Absent
NZ_CP013170.1	Absent
NC_015513.1	Absent
NC_006153.2	Absent
NC_015561.1	Absent
NC_010734.1	Absent
NC_006671.1	Absent
NZ_CP012281.1	Absent
NZ_CP011435.1	Absent
NC_016054.1	Absent
NZ_CP005190.1	Absent
NZ_CP011936.1	Absent
NC_023011.1	Absent
NC_018961.1	Absent
NZ_CP016938.1	Absent
NC_017627.1	Absent
NG_047573.1	Absent
NZ_CP004195.1	Absent
NC_011657.1	Absent
NC_014558.2	Absent
NG_049329.1	Absent
NZ_CP014928.1	Absent
NC_015059.1	Absent
NC_010913.1	Absent
NZ_CP011586.1	Absent
NC_002664.1	Absent
NC_019429.1	Absent
NC_016838.1	Absent
NC_017496.1	Absent
NZ_CP012878.1	Absent
NC_017480.1	Absent
NZ_CP005855.1	Absent
NG_050297.1	Absent
NC_011403.1	Absent
NZ_CP007163.1	Absent
NZ_CP009320.1	Absent
NZ_CP004198.1	Absent
NC_002523.4	Absent
NC_008567.1	Absent
NZ_AP014681.1	Absent
NZ_CP007677.1	Absent
NC_019297.1	Absent
NC_025181.1	Absent
NZ_CP010531.1	Absent
NZ_CP015746.1	Absent
NZ_CP007135.1	Absent
NC_011873.1	Absent
NZ_CP008818.1	Absent
NG_050503.1	Absent
NZ_CP010099.1	Absent
NC_010631.1	Absent
NC_001385.1	Absent
NC_011840.1	Absent
NC_021815.1	Absent
NC_008438.1	Absent
NG_049683.1	Absent
NC_004999.1	Absent
NC_011875.1	Absent
NC_012203.1	Absent
NC_016637.1	Absent
NC_005907.1	Absent
NG_047438.1	Absent
NZ_CP009066.1	Absent
NC_009999.1	Absent
NC_011139.1	Absent
NZ_CP014328.1	Absent
NG_047339.1	Absent
NZ_CP019632.1	Absent
NZ_CP011944.1	Absent
NC_019184.1	Absent
NC_021728.1	Absent
NG_049189.1	Absent
NZ_CP007556.1	Absent
NC_008274.1	Absent
NC_009791.1	Absent
NZ_CP009532.1	Absent
NZ_CP014926.1	Absent
NZ_CP013026.1	Absent
NZ_CP014829.1	Absent
NZ_CP017672.1	Absent
NZ_CP012188.1	Absent
NC_020281.1	Absent
NC_010871.1	Absent
NC_007960.1	Absent
NZ_CP017425.1	Absent
NZ_CP009597.1	Absent
NC_011731.1	Absent
NZ_CP010269.1	Absent
NZ_CP016284.1	Absent
NC_005013.1	Absent
NC_006968.1	Absent
NC_018580.1	Absent
NZ_CP019296.1	Absent
NZ_CP004294.1	Absent
NG_049107.1	Absent
NC_016862.1	Absent
NZ_CP016292.1	Absent
NZ_CP013415.1	Absent
NC_014919.1	Absent
NC_012412.1	Absent
NZ_CP017182.1	Absent
NZ_CP019209.1	Absent
NZ_CP012017.1	Absent
NC_017391.1	Absent
NZ_CP009980.1	Absent
NC_002113.1	Absent
NZ_CP013533.1	Absent
NC_017428.1	Absent
NZ_CP015327.1	Absent
NZ_CP015795.1	Absent
NC_021086.1	Absent
NC_025194.1	Absent
NC_011263.1	Absent
NC_010632.1	Absent
NZ_CP016009.1	Absent
NC_013780.1	Absent
NC_011214.1	Absent
NC_017102.1	Absent
NC_014299.1	Absent
NC_023314.1	Absent
NZ_CP004281.1	Absent
NZ_CP010189.1	Absent
NZ_CP007582.1	Absent
NC_012153.1	Absent
NZ_CP013150.1	Absent
NC_022605.1	Absent
NG_047415.1	Absent
NC_003903.1	Absent
NC_002650.1	Absent
NZ_CP009624.1	Absent
NZ_CP011048.1	Absent
NC_003240.1	Absent
NC_010518.1	Absent
NZ_CP015320.1	Absent
NG_048807.1	Absent
NZ_CP004389.1	Absent
NC_023072.1	Absent
NZ_CP018287.1	Absent
NZ_CP007227.1	Absent
NZ_CP014078.1	Absent
NC_001740.1	Absent
NC_019334.1	Absent
NC_005563.1	Absent
NC_010910.1	Absent
NC_003385.1	Absent
NC_017170.1	Absent
NZ_CP010837.1	Absent
NZ_CP018444.1	Absent
NC_018953.1	Absent
NC_004961.1	Absent
NC_017487.1	Absent
NZ_CP013790.1	Absent
NC_013295.1	Absent
NZ_CP009648.1	Absent
NC_001911.1	Absent
NC_021170.1	Absent
NZ_CP012532.1	Absent
NZ_CP013225.1	Absent
NZ_CP013618.1	Absent
NZ_CP011413.1	Absent
NG_049315.1	Absent
NZ_CP015135.1	Absent
NC_019346.1	Absent
NC_013330.1	Absent
NC_017797.1	Absent
NZ_CP014613.1	Absent
NZ_CP007612.1	Absent
NC_008389.1	Absent
NG_047336.1	Absent
NZ_CP016417.1	Absent
NZ_CP012755.1	Absent
NZ_CP011337.1	Absent
NZ_CP015365.1	Absent
NZ_CP019032.1	Absent
NC_021922.1	Absent
NC_021240.1	Absent
NC_008443.1	Absent
NC_021841.1	Absent
NC_012164.1	Absent
NZ_CP013604.1	Absent
NC_006426.2	Absent
NC_013516.1	Absent
NZ_CP005903.1	Absent
NZ_CP008932.1	Absent
NC_010983.1	Absent
NC_013942.1	Absent
NC_012188.1	Absent
NC_013451.1	Absent
NZ_CP018263.1	Absent
NZ_CP013748.1	Absent
NZ_CP015703.1	Absent
NC_016746.1	Absent
NC_012625.1	Absent
NC_021653.1	Absent
NC_012517.1	Absent
NC_013362.1	Absent
NC_015176.1	Absent
NC_013667.2	Absent
NC_004982.1	Absent
NC_019225.1	Absent
NZ_CP008907.1	Absent
NC_022001.1	Absent
NZ_CP005818.1	Absent
NG_047303.1	Absent
NC_002059.1	Absent
NC_015970.1	Absent
NC_008688.1	Absent
NC_017580.1	Absent
NC_021623.1	Absent
NZ_CP004216.1	Absent
NZ_CP004184.1	Absent
NC_003969.1	Absent
NC_025154.1	Absent
NG_047728.1	Absent
NZ_CP007185.1	Absent
NC_012179.1	Absent
NC_017443.1	Absent
NZ_AP014802.1	Absent
NZ_CP018275.1	Absent
NC_010474.1	Absent
NZ_CP018106.1	Absent
NZ_CP015799.1	Absent
NZ_CP006927.1	Absent
NZ_CP015323.1	Absent
NZ_CP009441.1	Absent
NZ_CP016331.1	Absent
NC_019750.1	Absent
NZ_CP018798.1	Absent
NZ_CP011652.1	Absent
NZ_CP005693.1	Absent
NZ_CP009008.1	Absent
NC_002112.1	Absent
NZ_CP007750.1	Absent
NZ_CP015705.1	Absent
NZ_CP013003.1	Absent
NZ_CP015165.1	Absent
NZ_CP012896.1	Absent
NZ_CP011570.1	Absent
NZ_CP012489.1	Absent
NC_021903.1	Absent
NT_187137.1	Absent
NG_047870.1	Absent
NZ_CP014802.1	Absent
NG_047464.1	Absent
NC_013380.1	Absent
NZ_CP005192.1	Absent
NZ_CP010819.1	Absent
NZ_CP017657.1	Absent
NC_022910.1	Absent
NZ_CP008919.1	Absent
NG_047978.1	Absent
NZ_CP009675.1	Absent
NZ_CP018283.1	Absent
NC_017054.1	Absent
NZ_CP009993.1	Absent
NC_019338.1	Absent
NC_025109.1	Absent
NZ_CP014430.1	Absent
NZ_CP010990.1	Absent
NZ_LT596222.1	Absent
NZ_CP009901.1	Absent
NC_008502.1	Absent
NZ_CP019906.1	Absent
NZ_CP011478.1	Absent
NC_011960.1	Absent
NC_013368.1	Absent
NG_047579.1	Absent
NC_017119.1	Absent
NZ_CP013379.1	Absent
NC_015057.1	Absent
NZ_CP012995.1	Absent
NC_021226.2	Absent
NZ_CP005823.1	Absent
NC_019677.1	Absent
NC_008762.1	Absent
NZ_CP016080.1	Absent
NG_047232.1	Absent
NZ_CP010858.1	Absent
NC_020208.1	Absent
NC_003383.1	Absent
NG_048161.1	Absent
NG_047468.1	Absent
NC_006143.1	Absent
NZ_CP009254.1	Absent
NC_015053.1	Absent
NZ_CP012748.1	Absent
NZ_CP010379.1	Absent
NC_023918.1	Absent
NC_009430.1	Absent
NC_017575.1	Absent
NZ_CP009591.1	Absent
NC_010312.2	Absent
NC_010160.1	Absent
NZ_CP008935.1	Absent
NC_017919.1	Absent
NC_019433.1	Absent
NC_006825.1	Absent
NZ_CP015728.1	Absent
NC_012809.1	Absent
NZ_CP009568.1	Absent
NZ_CP009342.1	Absent
NC_015969.1	Absent
NZ_CP009018.1	Absent
NC_017425.1	Absent
NZ_CP009635.1	Absent
NC_011143.1	Absent
NZ_CP005810.1	Absent
NC_021187.1	Absent
NC_014749.1	Absent
NC_004845.1	Absent
NC_016794.1	Absent
NZ_CP007239.1	Absent
NC_001845.1	Absent
NZ_CP014570.1	Absent
NZ_CP018959.1	Absent
NZ_CP010203.1	Absent
NZ_CP007487.1	Absent
NC_018878.1	Absent
NC_017151.1	Absent
NC_009339.1	Absent
NZ_CP009988.1	Absent
NC_010188.1	Absent
NC_008739.1	Absent
NC_015715.1	Absent
NZ_CP010380.1	Absent
NZ_CP011644.1	Absent
NC_014115.1	Absent
NC_019296.1	Absent
NZ_CP014826.1	Absent
NG_048472.1	Absent
NG_047803.1	Absent
NC_011259.1	Absent
NC_019133.1	Absent
NZ_CP007703.1	Absent
NZ_CP014976.1	Absent
NZ_AP014867.1	Absent
NC_005923.1	Absent
NZ_CP018771.1	Absent
NZ_CP015358.1	Absent
NC_011101.1	Absent
NC_013653.1	Absent
NZ_CP014690.1	Absent
NZ_CP012864.1	Absent
NC_001910.1	Absent
NC_021979.1	Absent
NC_019178.1	Absent
NC_011652.1	Absent
NZ_CP013615.1	Absent
NC_001854.1	Absent
NZ_CP004190.1	Absent
NZ_CP016309.1	Absent
NZ_CP012629.1	Absent
NZ_CP018987.1	Absent
NZ_CP014810.1	Absent
NC_010078.1	Absent
NZ_CP005795.1	Absent
NC_002679.1	Absent
NG_049330.1	Absent
NZ_CP004871.1	Absent
NC_006872.1	Absent
NC_010310.1	Absent
NZ_CP012656.1	Absent
NG_050223.1	Absent
NZ_CP004286.1	Absent
NC_023321.1	Absent
NG_051170.1	Absent
NG_050183.1	Absent
NC_009433.1	Absent
NG_050485.1	Absent
NZ_CP010360.2	Absent
NC_012250.1	Absent
NZ_CP012596.1	Absent
NC_019783.1	Absent
NZ_CP011613.1	Absent
NC_015055.1	Absent
NZ_CP018829.1	Absent
NC_015716.1	Absent
NC_010421.1	Absent
NG_049015.1	Absent
NG_048106.1	Absent
NC_012523.1	Absent
NZ_CP007678.1	Absent
NZ_CP012742.1	Absent
NG_048710.1	Absent
NZ_CP014084.1	Absent
NC_011844.1	Absent
NC_013386.1	Absent
NG_047997.1	Absent
NC_011316.1	Absent
NZ_CP010859.1	Absent
NC_017122.1	Absent
NC_017558.1	Absent
NZ_CP010007.1	Absent
NG_048264.1	Absent
NC_022042.1	Absent
NC_009602.1	Absent
NC_013546.1	Absent
NC_013319.1	Absent
NZ_CP013221.1	Absent
NZ_CP018826.1	Absent
NC_001833.1	Absent
NC_019744.1	Absent
NG_048210.1	Absent
NC_005703.1	Absent
NZ_CP017963.1	Absent
NZ_CP018739.1	Absent
NZ_CP005858.1	Absent
NC_025027.1	Absent
NZ_CP011513.1	Absent
NC_009829.1	Absent
NC_017202.1	Absent
NC_023027.1	Absent
NZ_CP011518.2	Absent
NC_015169.1	Absent
NZ_CP016462.1	Absent
NZ_CP011290.1	Absent
NC_001383.1	Absent
NG_049074.1	Absent
NG_049977.1	Absent
NG_047616.1	Absent
NZ_CP013117.1	Absent
NZ_CP016524.1	Absent
NC_018635.1	Absent
NZ_CP012575.1	Absent
NZ_CP007609.1	Absent
NC_010903.1	Absent
NC_001370.1	Absent
NC_001316.1	Absent
NC_019252.1	Absent
NG_048849.1	Absent
NZ_CP010321.1	Absent
NZ_CP005773.1	Absent
NZ_CP012186.1	Absent
NZ_CP012910.1	Absent
NC_011796.1	Absent
NZ_CP016555.1	Absent
NZ_CP016311.1	Absent
NZ_CP014098.1	Absent
NC_018699.1	Absent
NZ_CP017148.1	Absent
NZ_HG977523.1	Absent
NC_016971.1	Absent
NC_002094.1	Absent
NZ_LT671860.1	Absent
NG_047859.1	Absent
NZ_CP016480.1	Absent
NZ_CP018709.1	Absent
NC_009037.1	Absent
NC_020918.1	Absent
NZ_CP010245.1	Absent
NZ_CP005803.1	Absent
NZ_CP005866.1	Absent
NG_048174.1	Absent
NZ_CP015078.1	Absent
NC_013305.1	Absent
NC_004531.1	Absent
NC_011228.1	Absent
NZ_CP018125.1	Absent
NZ_CP007124.1	Absent
NC_012752.1	Absent
NC_021495.1	Absent
NC_011150.1	Absent
NZ_CP004150.1	Absent
NZ_LN890526.1	Absent
NZ_CP014097.1	Absent
NC_011838.1	Absent
NC_001381.1	Absent
NC_020979.1	Absent
NC_025178.1	Absent
NC_016034.1	Absent
NC_015189.1	Absent
NZ_CP016589.1	Absent
NG_048177.1	Absent
NZ_CP017958.1	Absent
NC_005706.1	Absent
NZ_CP010211.1	Absent
NZ_CP007624.1	Absent
NC_020051.1	Absent
NZ_CP011122.1	Absent
NZ_CP010139.1	Absent
NC_011961.1	Absent
NC_011371.1	Absent
NZ_AP014871.1	Absent
NC_010917.1	Absent
NZ_CP005860.1	Absent
NG_049470.1	Absent
NC_007387.1	Absent
NC_022358.1	Absent
NG_047394.1	Absent
NZ_CP009425.1	Absent
NZ_CP018706.1	Absent
NG_048482.1	Absent
NZ_CP012658.1	Absent
NZ_CP011019.1	Absent
NZ_CP010400.1	Absent
NC_002637.1	Absent
NC_014936.1	Absent
NZ_CP005904.1	Absent
NZ_CP012630.1	Absent
NC_011511.1	Absent
NZ_CP009992.1	Absent
NC_020949.1	Absent
NC_009466.1	Absent
NZ_CP005891.1	Absent
NC_005026.1	Absent
NZ_CP012736.1	Absent
NC_019181.1	Absent
NZ_CP005812.1	Absent
NZ_CP009332.1	Absent
NZ_CP014512.1	Absent
NC_001773.1	Absent
NZ_CP015861.1	Absent
NC_016968.1	Absent
NC_018147.1	Absent
NZ_CP012295.1	Absent
NC_022903.1	Absent
NZ_CP013152.1	Absent
NZ_CP016580.1	Absent
NZ_CP009529.1	Absent
NC_017961.1	Absent
NZ_CP017109.1	Absent
NZ_CP018682.2	Absent
NC_001705.1	Absent
NZ_CP015803.1	Absent
NC_021909.1	Absent
NC_006873.1	Absent
NC_019941.1	Absent
NG_052288.1	Absent
NC_020910.1	Absent
NZ_CP018750.1	Absent
NZ_CP014101.1	Absent
NZ_CP010224.1	Absent
NG_047275.1	Absent
NC_008792.1	Absent
NC_019314.1	Absent
NZ_CP015851.1	Absent
NZ_CP016485.1	Absent
NC_020180.1	Absent
NC_021574.1	Absent
NZ_CP014414.1	Absent
NZ_AP014869.1	Absent
NZ_CP004398.1	Absent
NC_025013.1	Absent
NZ_CP017410.1	Absent
NG_047326.1	Absent
NC_019217.1	Absent
NC_014812.1	Absent
NC_021843.1	Absent
NZ_CP011121.1	Absent
NC_007430.1	Absent
NC_012229.1	Absent
NC_007101.1	Absent
NC_010485.1	Absent
NC_013177.1	Absent
NC_011882.1	Absent
NC_018634.1	Absent
NZ_CP005734.1	Absent
NC_019301.1	Absent
NC_012506.1	Absent
NZ_CP012962.1	Absent
NC_019058.1	Absent
NC_015221.1	Absent
NG_049018.1	Absent
NZ_CP018360.1	Absent
NZ_CP005191.1	Absent
NC_004950.1	Absent
NZ_CP013030.1	Absent
NC_020989.1	Absent
NG_049542.1	Absent
NZ_CP014878.1	Absent
NC_003064.2	Absent
NC_009652.1	Absent
NG_050516.1	Absent
NC_014113.1	Absent
NZ_CP019295.1	Absent
NC_015498.1	Absent
NC_005015.1	Absent
NZ_CP017008.1	Absent
NC_024987.1	Absent
NG_048154.1	Absent
NC_005207.3	Absent
NZ_CP015586.1	Absent
NC_013211.1	Absent
NZ_CP011517.1	Absent
NZ_LT667504.1	Absent
NC_017588.1	Absent
NZ_CP016587.1	Absent
NC_010282.1	Absent
NC_015901.1	Absent
NZ_CP018238.1	Absent
NZ_CP005087.1	Absent
NZ_CP015216.1	Absent
NC_008043.1	Absent
NZ_CP013569.1	Absent
NC_010373.1	Absent
NC_010406.1	Absent
NZ_CP004260.1	Absent
NZ_CP017076.1	Absent
NZ_CP015809.1	Absent
NZ_CP015812.1	Absent
NC_013534.1	Absent
NZ_CP012490.1	Absent
NZ_CP009289.1	Absent
NZ_CP015141.1	Absent
NZ_CP017441.1	Absent
NC_009934.1	Absent
NG_048123.1	Absent
NZ_HG977525.1	Absent
NC_004854.1	Absent
NZ_CP010135.1	Absent
NC_005921.1	Absent
NC_004990.1	Absent
NC_015979.1	Absent
NZ_CP018355.1	Absent
NC_016585.1	Absent
NC_019316.1	Absent
NZ_CP018465.1	Absent
NC_010880.1	Absent
NZ_CP018274.1	Absent
NZ_CP010193.1	Absent
NC_017777.1	Absent
NZ_CP006790.1	Absent
NC_006298.1	Absent
NC_006362.1	Absent
NC_021573.1	Absent
NZ_CP012909.1	Absent
NZ_CP012258.1	Absent
NG_050171.1	Absent
NZ_CP019138.1	Absent
NZ_CP017764.1	Absent
NZ_CP017027.1	Absent
NC_014737.1	Absent
NZ_CP005879.1	Absent
NC_013285.1	Absent
NG_048987.1	Absent
NG_048718.1	Absent
NG_049539.1	Absent
NZ_CP005871.1	Absent
NC_013129.1	Absent
NZ_CP018264.1	Absent
NZ_CP013509.1	Absent
NC_015918.1	Absent
NC_019305.1	Absent
NG_048486.1	Absent
NZ_CP009155.1	Absent
NZ_CP004196.1	Absent
NZ_CP017243.1	Absent
NZ_HG977529.1	Absent
NZ_CP013516.1	Absent
NC_007414.1	Absent
NC_013320.1	Absent
NZ_CP017620.1	Absent
NC_011084.1	Absent
NC_006395.1	Absent
NC_018611.1	Absent
NC_016792.1	Absent
NZ_CP005695.1	Absent
NC_013381.1	Absent
NZ_CP007510.1	Absent
NC_010486.1	Absent
NC_002143.1	Absent
NC_009341.1	Absent
NC_004983.1	Absent
NZ_CP009489.1	Absent
NC_005567.1	Absent
NZ_CP014921.1	Absent
NG_047407.1	Absent
NZ_CP005898.1	Absent
NZ_CP017867.1	Absent
NC_009793.1	Absent
NZ_CP011575.1	Absent
NZ_CP004363.1	Absent
NZ_CP014669.1	Absent
NC_010098.1	Absent
NZ_CP010207.1	Absent
NC_018993.1	Absent
NZ_CP013788.1	Absent
NC_014842.1	Absent
NC_012166.1	Absent
NZ_CP011063.1	Absent
NZ_CP009573.1	Absent
NC_018885.1	Absent
NZ_CP017879.1	Absent
NC_014333.1	Absent
NZ_CP019007.1	Absent
NC_010795.1	Absent
NC_023148.1	Absent
NZ_CP005798.1	Absent
NZ_CP013818.1	Absent
NC_009470.1	Absent
NC_011413.1	Absent
NC_012104.1	Absent
NC_025108.1	Absent
NC_025121.1	Absent
NC_010846.1	Absent
NZ_CP017242.1	Absent
NC_019733.1	Absent
NC_020452.1	Absent
NC_020920.1	Absent
NC_004977.1	Absent
NZ_CP015485.1	Absent
NC_001849.2	Absent
NZ_CP018817.1	Absent
NC_010867.1	Absent
NC_011739.1	Absent
NG_051873.1	Absent
NC_005002.1	Absent
NZ_HG916853.1	Absent
NC_011649.1	Absent
NZ_CP011582.1	Absent
NZ_CP014765.1	Absent
NZ_CP016405.1	Absent
NZ_CP004237.1	Absent
NG_047769.1	Absent
NC_008765.1	Absent
NC_013297.1	Absent
NC_001880.1	Absent
NC_014543.1	Absent
NZ_CP013834.1	Absent
NZ_CP017579.1	Absent
NZ_CP004251.1	Absent
NZ_CP018124.1	Absent
NZ_CP001971.2	Absent
NC_017543.1	Absent
NZ_CP004201.1	Absent
NZ_CP016542.2	Absent
NC_007617.1	Absent
NC_009506.1	Absent
NC_022902.1	Absent
NZ_HG004427.1	Absent
NC_017773.1	Absent
NC_019972.1	Absent
NZ_CP014350.1	Absent
NZ_CP018857.1	Absent
NG_047597.1	Absent
NZ_CP010416.1	Absent
NZ_CP005819.1	Absent
NC_010230.1	Absent
NC_019282.1	Absent
NZ_CP004329.1	Absent
NC_021230.1	Absent
NZ_CP005746.1	Absent
NG_047664.1	Absent
NZ_CP010179.1	Absent
NC_013787.1	Absent
NZ_CP016481.1	Absent
NZ_LN865144.1	Absent
NZ_CP014082.1	Absent
NZ_CP012282.1	Absent
NG_047321.1	Absent
NZ_CP012191.1	Absent
NZ_CP010972.1	Absent
NG_049293.1	Absent
NZ_CP007673.1	Absent
NZ_CP016624.1	Absent
NC_019687.1	Absent
NC_019388.1	Absent
NC_011880.1	Absent
NZ_CP015507.1	Absent
NZ_CP013977.1	Absent
NC_009926.1	Absent
NC_019315.1	Absent
NZ_CP016947.1	Absent
NZ_CP012835.1	Absent
NZ_CP019220.1	Absent
NC_011404.1	Absent
NZ_CP014813.1	Absent
NZ_CP014707.1	Absent
NZ_CP004238.1	Absent
NC_021845.1	Absent
NC_010077.1	Absent
NZ_CP014357.1	Absent
NC_017636.1	Absent
NC_017903.1	Absent
NZ_CP006588.1	Absent
NC_002502.1	Absent
NC_002111.1	Absent
NC_025171.1	Absent
NC_014235.1	Absent
NZ_CP013545.1	Absent
NZ_CP015307.1	Absent
NZ_CP016453.1	Absent
NZ_CP009002.1	Absent
NC_018486.1	Absent
NZ_CP009547.1	Absent
NZ_FO704549.1	Absent
NZ_CP011573.1	Absent
NC_010420.1	Absent
NZ_CP010214.1	Absent
NG_047765.1	Absent
NC_025028.1	Absent
NG_048564.1	Absent
NZ_CP005807.1	Absent
NZ_CP005907.1	Absent
NZ_CP013294.1	Absent
NZ_LN554848.1	Absent
NZ_CP010141.1	Absent
NZ_CP018853.1	Absent
NC_013540.1	Absent
NZ_CP010447.1	Absent
NC_022074.1	Absent
NG_047565.1	Absent
NC_019136.1	Absent
NC_013533.1	Absent
NZ_HG813248.1	Absent
NZ_CP015501.1	Absent
NC_013962.1	Absent
NZ_CP012367.1	Absent
NZ_CP004200.1	Absent
NC_017589.1	Absent
NC_017155.1	Absent
NZ_CP012277.1	Absent
NG_050221.1	Absent
NG_047866.1	Absent
NC_010401.1	Absent
NC_019277.1	Absent
NC_016586.1	Absent
NZ_CP014818.1	Absent
NZ_CP011450.1	Absent
NC_013092.1	Absent
NC_013391.1	Absent
NZ_CP009069.1	Absent
NZ_CP006796.1	Absent
NZ_CP011016.1	Absent
NG_047421.1	Absent
NC_011257.1	Absent
NC_001850.1	Absent
NZ_CP016623.1	Absent
NZ_LN999012.1	Absent
NZ_CP003954.1	Absent
NC_018657.1	Absent
NZ_CP014286.1	Absent
NG_048956.1	Absent
NZ_CP004859.1	Absent
NC_019691.1	Absent
NZ_CP014531.1	Absent
NG_049827.1	Absent
NC_001336.1	Absent
NZ_CP005090.1	Absent
NZ_CP016037.1	Absent
NC_007675.1	Absent
NC_015944.1	Absent
NZ_CP005799.1	Absent
NC_014132.1	Absent
NZ_CP015299.1	Absent
NC_017942.1	Absent
NC_005054.1	Absent
NC_014247.1	Absent
NZ_CP016832.1	Absent
NZ_CP005869.1	Absent
NZ_CP011632.1	Absent
NZ_CP012562.1	Absent
NZ_HG813244.1	Absent
NC_025043.1	Absent
NC_005000.1	Absent
NZ_CP017872.1	Absent
NC_019272.1	Absent
NZ_CP005887.1	Absent
NC_018998.1	Absent
NC_016139.1	Absent
NZ_CP017955.1	Absent
NC_019991.1	Absent
NZ_CP004247.1	Absent
NZ_CP004395.1	Absent
NZ_CP015420.1	Absent
NZ_CP012501.1	Absent
NC_006399.1	Absent
NZ_CP004271.1	Absent
NC_004253.1	Absent
NC_004843.1	Absent
NZ_CP009661.1	Absent
NC_010859.1	Absent
NC_017189.1	Absent
NC_017962.1	Absent
NG_049174.1	Absent
NZ_CP013805.1	Absent
NZ_CP011598.1	Absent
NZ_CP009695.1	Absent
NZ_CP008888.1	Absent
NZ_CP004173.1	Absent
NC_020308.1	Absent
NC_008608.1	Absent
NZ_CP018269.1	Absent
NC_000906.2	Absent
NZ_CP016934.1	Absent
NZ_CP012569.1	Absent
NC_020958.1	Absent
NC_020382.1	Absent
NZ_CP012540.1	Absent
NC_002129.1	Absent
NZ_CP014254.1	Absent
NC_022344.1	Absent
NC_008436.1	Absent
NG_048857.1	Absent
NZ_CP015742.1	Absent
NC_014918.1	Absent
NZ_CP012918.1	Absent
NZ_CP016917.1	Absent
NZ_CP014473.1	Absent
NZ_CP010364.1	Absent
NZ_CP013551.1	Absent
NC_010802.1	Absent
NZ_CP011014.1	Absent
NC_010904.1	Absent
NZ_CP015441.1	Absent
NG_047246.1	Absent
NZ_CP018831.1	Absent
NC_010597.1	Absent
NC_017498.1	Absent
NZ_CP016898.1	Absent
NC_012162.1	Absent
NC_019953.1	Absent
NZ_CP016296.1	Absent
NZ_CP012291.1	Absent
NG_052167.1	Absent
NT_187149.1	Absent
NC_017323.1	Absent
NT_187136.1	Absent
NC_006493.1	Absent
NC_022573.1	Absent
NG_049244.1	Absent
NC_006830.1	Absent
NC_008120.1	Absent
NC_011247.1	Absent
NG_052082.1	Absent
NZ_CP016932.1	Absent
NC_005792.1	Absent
NZ_CP010399.1	Absent
NC_015852.1	Absent
NZ_CP006589.1	Absent
NG_049001.1	Absent
NG_047723.1	Absent
NZ_CP010241.1	Absent
NZ_AP014885.1	Absent
NZ_CP016078.1	Absent
NC_020295.1	Absent
NC_019354.1	Absent
NG_049173.1	Absent
NC_015742.1	Absent
NC_007105.1	Absent
NG_048277.1	Absent
NG_048110.1	Absent
NZ_CP005877.1	Absent
NC_021914.1	Absent
NG_050311.1	Absent
NZ_CP014614.1	Absent
NZ_CP010107.1	Absent
NZ_CP014433.1	Absent
NZ_CP018270.1	Absent
NC_017386.1	Absent
NC_008703.1	Absent
NC_005240.1	Absent
NZ_CP012499.1	Absent
NC_012197.1	Absent
NZ_CP009606.1	Absent
NC_018291.1	Absent
NZ_CP001972.2	Absent
NC_017388.1	Absent
NC_015334.1	Absent
NC_019975.1	Absent
NZ_CP005705.1	Absent
NC_011406.1	Absent
NC_018141.1	Absent
NC_010861.1	Absent
NC_013321.1	Absent
NZ_CP012906.1	Absent
NC_013337.1	Absent
NC_022533.1	Absent
NZ_CP012005.1	Absent
NC_011737.1	Absent
NC_013201.1	Absent
NG_050243.1	Absent
NC_013347.1	Absent
NC_013442.1	Absent
NZ_CP009314.1	Absent
NG_050069.1	Absent
NC_011412.1	Absent
NG_048120.1	Absent
NZ_CP010878.1	Absent
NZ_CP009020.1	Absent
NZ_CP015321.1	Absent
NC_019070.1	Absent
NG_048449.1	Absent
NZ_CP015095.1	Absent
NZ_CP004193.1	Absent
NC_012556.1	Absent
NZ_CP018832.1	Absent
NZ_CP014329.1	Absent
NC_019170.1	Absent
NZ_CP010870.1	Absent
NZ_CP018336.1	Absent
NZ_CP013602.1	Absent
NC_025006.1	Absent
NC_001380.1	Absent
NZ_CP016008.1	Absent
NC_004457.1	Absent
NC_001995.1	Absent
NG_049168.1	Absent
NZ_CP016458.1	Absent
NT_187167.1	Absent
NC_019336.1	Absent
NC_021231.1	Absent
NC_010915.1	Absent
NT_187147.1	Absent
NC_011859.1	Absent
NZ_CP019211.1	Absent
NC_024960.1	Absent
NC_017074.1	Absent
NC_017156.1	Absent
NZ_CP005749.1	Absent
NZ_CP011298.1	Absent
NG_048093.1	Absent
NC_003099.1	Absent
NZ_CP015943.1	Absent
NC_011416.1	Absent
NC_011563.1	Absent
NZ_CP013719.1	Absent
NC_017788.1	Absent
NC_021512.1	Absent
NC_011975.1	Absent
NZ_CP014405.1	Absent
NC_021077.1	Absent
NZ_CP015735.1	Absent
NZ_CP015790.1	Absent
NZ_CP018833.1	Absent
NZ_CP018463.1	Absent
NC_006257.1	Absent
NC_021904.1	Absent
NC_022333.1	Absent
NZ_CP008990.1	Absent
NC_023285.1	Absent
NG_047918.1	Absent
NG_047578.1	Absent
NC_012109.1	Absent
NZ_CP007665.1	Absent
NG_047576.1	Absent
